BHK,Property-Price,Property_Type,City1,Property-On-Floor,Property-Facing,Age-Of-Property,Super-Built-up-Construction-Area,Carpet-Construction-Area,Bathroom,Furniture-Details,Current-Status,Location,No-Of-Lift-Per-Block,Parking-Details
1.0,35.5,Residential,Ahmedabad,7.0,East,8.0,801.0,558.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Basement
2.0,55.0,Residential,Ahmedabad,7.0,West,5.0,1305.0,783.0,2.0,Full-Furnished,Self-Occupied,A-Ghuma,2.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,7.0,South,2.0,1278.0,765.0,2.0,Unfurnished,Tenant-Occupied,A-Chandkheda,2.0,Reserved-Basement
2.0,43.0,Residential,Ahmedabad,7.0,East,7.0,1089.0,702.0,2.0,Semi-Furnished,Self-Occupied,A-Vastral,1.0,Common Parking
3.0,56.25,Residential,Ahmedabad,7.0,East,1.0,1584.0,873.0,3.0,Unfurnished,Tenant-Occupied,A-Vastral,2.0,Reserved-Parking
2.0,44.0,Residential,Ahmedabad,7.0,East,3.0,1215.0,729.0,2.0,Semi-Furnished,Self-Occupied,A-Nava Naroda,2.0,Reserved-Basement
3.0,75.0,Residential,Ahmedabad,7.0,West,4.0,1475.0,819.0,3.0,Semi-Furnished,Self-Occupied,A-Zundal,2.0,Common-Basement
3.0,114.99999999999999,Residential,Ahmedabad,7.0,East,3.0,1818.0,1089.0,3.0,Semi-Furnished,Tenant-Occupied,A-Sola,2.0,Reserved-Basement
3.0,25.0,Residential,Ahmedabad,7.0,East,1.0,1485.0,874.5,3.0,Semi-Furnished,Empty,A-Vaishnodevi,0.0,Common Parking
3.0,85.0,Residential,Ahmedabad,7.0,East,25.0,1530.0,1300.0,3.0,Full-Furnished,Self-Occupied,A-Satellite,2.0,Reserved-Parking
2.0,75.0,Residential,Ahmedabad,0.0,East,40.0,1215.0,576.0,1.0,Unfurnished,Empty,A-Vatva,0.0,Common Parking
1.0,15.0,Residential,Ahmedabad,4.0,East,23.0,1215.0,381.0,2.0,Semi-Furnished,Self-Occupied,A-Shahibaug,1.0,Common Parking
2.0,60.0,Residential,Ahmedabad,8.0,East,2.0,928.0,676.0,2.0,Semi-Furnished,Tenant-Occupied,A-Gota,2.0,Reserved-Parking
4.0,124.0,Residential,Ahmedabad,8.0,East,0.0,2825.0,1836.0,4.0,Unfurnished,Empty,A-Shela,3.0,Reserved-Basement
4.0,170.0,Residential,Ahmedabad,8.0,East,5.0,3340.0,2230.0,4.0,Semi-Furnished,Empty,A-Vaishnodevi,2.0,Reserved-Parking
3.0,45.0,Residential,Gandhinagar,8.0,East,8.0,1530.0,1080.0,3.0,Unfurnished,Tenant-Occupied,A-Adalaj,2.0,Reserved-Parking
3.0,95.0,Residential,Ahmedabad,8.0,West,2.0,1746.0,960.0,3.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Basement
3.0,140.0,Residential,Ahmedabad,8.0,East,10.0,2259.0,1629.0,4.0,Semi-Furnished,Tenant-Occupied,A-Gota,2.0,Reserved-Parking
3.0,45.0,Residential,Ahmedabad,8.0,East,8.0,1530.0,1080.0,3.0,Unfurnished,Tenant-Occupied,A-Adalaj,2.0,Common Parking
2.0,53.0,Residential,Ahmedabad,9.0,East,25.0,999.0,855.0,2.0,Full-Furnished,Empty,A-Satellite,1.0,Common Parking
4.0,276.0,Residential,Ahmedabad,8.0,North-East,0.0,3730.0,2424.0,5.0,Unfurnished,Empty,A-Satellite,4.0,Reserved-Parking
3.0,95.0,Commercial,Ahmedabad,8.0,East,20.0,1800.0,1440.0,2.0,Semi-Furnished,Empty,A-Ellisbridge,2.0,Reserved-Basement
3.0,85.0,Residential,Ahmedabad,8.0,East,22.0,1215.0,874.5,2.0,Semi-Furnished,Tenant-Occupied,A-Shyamal Cross Road Satellite,2.0,Reserved-Parking
2.0,66.0,Residential,Ahmedabad,8.0,West,5.0,1157.0,606.0,2.0,Semi-Furnished,Tenant-Occupied,A-Shahibaug,4.0,Reserved-Parking
5.0,260.0,Residential,Ahmedabad,0.0,East,5.0,3150.0,874.5,4.0,Semi-Furnished,Self-Occupied,A-Sughad,2.0,Reserved-Parking
4.0,204.99999999999997,Residential,Ahmedabad,0.0,East,20.0,1215.0,2430.0,3.0,Unfurnished,Self-Occupied,A-Paldi,2.0,Reserved-Parking
4.0,521.0,Residential,Ahmedabad,0.0,North-West,22.0,2700.0,2700.0,5.0,Full-Furnished,Self-Occupied,A-Shahibaug,2.0,Reserved-Parking
3.0,47.0,Residential,Ahmedabad,3.0,East,10.0,1197.0,1197.0,2.0,Semi-Furnished,Self-Occupied,A-Maninagar,2.0,Common Parking
3.0,80.0,Residential,Ahmedabad,9.0,East,6.0,1400.0,778.0,3.0,Semi-Furnished,Empty,A-South Bopal,2.0,Reserved-Parking
3.0,80.0,Residential,Ahmedabad,9.0,East,1.0,1692.0,990.0,3.0,Unfurnished,Empty,A-South Bopal,2.0,Common Parking
2.0,56.0,Residential,Ahmedabad,9.0,East,4.0,1035.0,1035.0,2.0,Semi-Furnished,Self-Occupied,P-Undri,2.0,Reserved-Parking
3.0,91.0,Residential,Ahmedabad,9.0,East,0.5,1764.0,1143.0,3.0,Unfurnished,Empty,A-Gota,2.0,Reserved-Parking
2.0,48.0,Residential,Ahmedabad,9.0,East,10.0,1170.0,756.0,2.0,Semi-Furnished,Tenant-Occupied,A-Chandkheda,2.0,Reserved-Parking
4.0,190.0,Residential,Ahmedabad,9.0,North,1.0,3151.0,2048.0,5.0,Unfurnished,Empty,A-Shela,4.0,Reserved-Parking
3.0,74.0,Residential,Ahmedabad,9.0,East,5.0,1449.0,792.0,3.0,Semi-Furnished,Empty,A-South Bopal,2.0,Reserved-Parking
2.0,57.0,Residential,Ahmedabad,9.0,East,8.0,1170.0,765.0,2.0,Full-Furnished,Self-Occupied,A-Chandkheda,2.0,Reserved-Parking
3.0,140.0,Residential,Gandhinagar,9.0,East,1.0,2637.0,1584.0,3.0,Unfurnished,Empty,G-Raysan,2.0,Reserved-Basement
3.0,72.0,Residential,Ahmedabad,9.0,East,4.0,1305.0,874.5,2.0,Full-Furnished,Self-Occupied,A-New Ranip,2.0,Common Parking
3.0,76.0,Residential,Ahmedabad,9.0,East,0.5,1770.0,1150.0,3.0,Unfurnished,Empty,A-Bopal,2.0,Common Parking
3.0,98.0,Residential,Ahmedabad,9.0,West,4.0,2025.0,1215.0,3.0,Full-Furnished,Self-Occupied,A-Chandkheda,2.0,Common Parking
1.0,21.0,Residential,Ahmedabad,9.0,East,5.0,765.0,874.5,2.0,Unfurnished,Tenant-Occupied,A-Naroda,2.0,Common Parking
4.0,175.0,Residential,Ahmedabad,2.0,East,8.0,1620.0,2160.0,5.0,Semi-Furnished,Self-Occupied,A-Ghodasar,2.0,Reserved-Parking
3.0,150.0,Commercial,Ahmedabad,2.0,East,20.0,3000.0,2850.0,0.0,Unfurnished,Empty,A-Navrangpura,2.0,Common Parking
3.0,80.0,Residential,Ahmedabad,9.0,East,30.0,1080.0,918.0,2.0,Semi-Furnished,Empty,A-Satellite,1.0,Common Parking
3.0,37.0,Commercial,Ahmedabad,1.0,East,0.0,1215.0,874.5,1.0,Unfurnished,Self-Occupied,A-Odhav,2.0,Reserved-Parking
3.0,256.0,Commercial,Ahmedabad,1.0,North-East,30.0,3200.0,2600.0,1.0,Unfurnished,Self-Occupied,A-Paldi,2.0,Common Parking
1.0,42.0,Residential,Ahmedabad,1.0,East,11.0,279.0,693.0,1.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
2.0,135.0,Residential,Ahmedabad,0.0,East,40.0,900.0,720.0,2.0,Unfurnished,Tenant-Occupied,A-Ghatlodia,0.0,Common Parking
2.0,50.0,Residential,Ahmedabad,6.0,North,20.0,1080.0,918.0,2.0,Semi-Furnished,Self-Occupied,A-Ambawadi,2.0,Common Parking
1.0,85.0,Residential,Pune,1.0,East,20.0,650.0,500.0,1.0,Semi-Furnished,Self-Occupied,Pune-Vimannagar,2.0,Common Parking
3.0,229.99999999999997,Residential,Gandhinagar,0.0,East,30.0,1080.0,720.0,1.0,Unfurnished,Self-Occupied,G-Sectr 22,2.0,Common Parking
5.0,350.0,Residential,Ahmedabad,0.0,East,14.0,1215.0,3330.0,2.0,Unfurnished,Empty,A-Maninagar,2.0,Reserved-Parking
3.0,135.0,Residential,Gandhinagar,0.0,East,0.5,1215.0,1476.0,3.0,Unfurnished,Self-Occupied,G-Mota Chiloda,2.0,Reserved-Parking
5.0,311.0,Residential,Gandhinagar,0.0,North,10.0,4320.0,874.5,8.0,Semi-Furnished,Self-Occupied,G-kalol,2.0,Reserved-Parking
3.0,77.0,Residential,Ahmedabad,0.0,South,22.0,1710.0,1440.0,2.0,Semi-Furnished,Self-Occupied,A-Gurukul ,2.0,Common Parking
1.0,9.0,Residential,Ahmedabad,1.0,North,25.0,495.0,396.0,1.0,Unfurnished,Empty,A-Ghatlodia,1.0,Common Parking
3.0,95.0,Residential,Ahmedabad,1.0,East,24.0,1800.0,1449.0,3.0,Full-Furnished,Self-Occupied,A-Naranpura,1.0,Reserved-Parking
2.0,65.0,Residential,Ahmedabad,14.0,East,8.0,1350.0,945.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Reserved-Parking
2.0,125.0,Residential,Ahmedabad,4.0,East,20.0,1152.0,981.0,2.0,Full-Furnished,Tenant-Occupied,A-Bodakdev,1.0,Reserved-Parking
3.0,225.0,Residential,Ahmedabad,3.0,East,1.0,1980.0,4050.0,4.0,Unfurnished,Empty,A-Naroda,2.0,Reserved-Parking
4.0,75.0,Residential,Ahmedabad,0.0,East,30.0,1800.0,1368.0,3.0,Semi-Furnished,Self-Occupied,A-Ambawadi,1.0,Reserved-Parking
3.0,63.0,Commercial,Ahmedabad,0.0,North,30.0,1000.0,874.5,1.0,Semi-Furnished,Empty,A-Ambawadi,2.0,Common Parking
1.0,35.0,Residential,Ahmedabad,1.0,South,20.0,630.0,504.0,1.0,Unfurnished,Tenant-Occupied,A-Chandkheda,1.0,Common Parking
2.0,35.0,Residential,Ahmedabad,1.0,North,24.0,900.0,711.0,1.0,Semi-Furnished,Self-Occupied,A-Ghodasar,2.0,Reserved-Parking
3.0,82.0,Residential,Ahmedabad,10.0,East,0.5,1683.0,1008.0,3.0,Unfurnished,Empty,A-SG Highway,2.0,Common-Basement
3.0,90.0,Residential,Ahmedabad,10.0,East,1.0,1485.0,963.0,3.0,Full-Furnished,Self-Occupied,A-Shilaj,2.0,Reserved-Parking
3.0,115.99999999999999,Residential,Ahmedabad,10.0,East,0.5,2335.0,1181.0,3.0,Unfurnished,Empty,A-Sarkhej,1.0,Reserved-Parking
2.0,42.0,Residential,Ahmedabad,10.0,East,3.0,810.0,660.0,2.0,Semi-Furnished,Self-Occupied,A-Sarkhej,2.0,Common-Basement
2.0,75.0,Residential,Ahmedabad,1.0,East,6.0,1395.0,738.0,2.0,Full-Furnished,Self-Occupied,A-Chandlodia,1.0,Reserved-Basement
2.0,50.0,Residential,Ahmedabad,0.0,East,8.0,1035.0,874.5,2.0,Unfurnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
3.0,85.0,Residential,Ahmedabad,1.0,East,1.0,1350.0,810.0,3.0,Semi-Furnished,Self-Occupied,A-Chandkheda,2.0,Common Parking
3.0,76.0,Residential,Ahmedabad,1.0,West,5.0,1635.0,917.0,3.0,Unfurnished,Empty,A-Vejalpur,2.0,Reserved-Parking
2.0,66.0,Residential,Ahmedabad,1.0,East,12.0,1215.0,846.0,2.0,Full-Furnished,Self-Occupied,A-Satellite,1.0,Common Parking
3.0,140.0,Residential,Ahmedabad,1.0,East,1.0,2358.0,1350.0,3.0,Unfurnished,Empty,A-Gota,2.0,Reserved-Parking
3.0,30.0,Commercial,Ahmedabad,6.0,East,10.0,470.0,340.0,1.0,Full-Furnished,Self-Occupied,A-Makarba,4.0,Common-Basement
2.0,37.0,Residential,Ahmedabad,0.0,East,25.0,1080.0,918.0,1.0,Semi-Furnished,Self-Occupied,A-Vejalpur,2.0,Common Parking
3.0,22.0,Residential,Ahmedabad,1.0,East,3.0,1755.0,1080.0,3.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Reserved-Parking
3.0,144.0,Residential,Ahmedabad,1.0,East,4.0,2070.0,1305.0,3.0,Semi-Furnished,Empty,A-SG Highway,1.0,Reserved-Parking
2.0,40.0,Residential,Ahmedabad,1.0,South,7.0,1125.0,738.0,2.0,Semi-Furnished,Tenant-Occupied,A-Vastral,1.0,Common-Basement
2.0,82.0,Residential,Ahmedabad,1.0,East,5.0,1251.0,756.0,2.0,Full-Furnished,Tenant-Occupied,A-Ghatlodia,2.0,Reserved-Parking
2.0,57.0,Residential,Ahmedabad,1.0,East,1.0,1332.0,864.0,2.0,Semi-Furnished,Self-Occupied,A-Vastral,2.0,Reserved-Parking
2.0,60.5,Residential,Ahmedabad,1.0,East,2.0,1350.0,810.0,2.0,Unfurnished,Empty,A-Nava Naroda,2.0,Reserved-Parking
2.0,32.0,Residential,Ahmedabad,1.0,East,8.0,1017.0,657.0,2.0,Semi-Furnished,Empty,A-Odhav,2.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,1.0,East,4.0,1143.0,684.0,2.0,Full-Furnished,Self-Occupied,A-Bopal,1.0,Basement-Parking
2.0,65.0,Residential,Gandhinagar,1.0,East,7.0,1332.0,936.0,2.0,Full-Furnished,Self-Occupied,G-Kudasan,2.0,Common Parking
2.0,53.0,Residential,Ahmedabad,1.0,West,5.0,1044.0,783.0,2.0,Semi-Furnished,Self-Occupied,A-South Bopal,2.0,Reserved-Parking
2.0,62.0,Residential,Ahmedabad,1.0,East,12.0,1080.0,900.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Common Parking
2.0,42.5,Residential,Ahmedabad,1.0,East,3.0,900.0,540.0,2.0,Semi-Furnished,Self-Occupied,A-Chandlodia,1.0,Common-Basement
3.0,175.0,Commercial,Ahmedabad,1.0,East,2.0,775.0,503.0,1.0,Unfurnished,Tenant-Occupied,A-Bopal,15.0,Reserved-Parking
3.0,135.0,Commercial,Ahmedabad,1.0,South,4.0,7524.0,4950.0,1.0,Unfurnished,Empty,A-Odhav,2.0,Reserved-Parking
1.0,27.0,Residential,Ahmedabad,1.0,East,3.0,765.0,459.0,2.0,Semi-Furnished,Self-Occupied,A-Vastral,3.0,Common-Basement
3.0,105.0,Residential,Gandhinagar,11.0,West,0.5,1755.0,972.0,3.0,Full-Furnished,Self-Occupied,G-Sargasan,2.0,Reserved-Parking
3.0,81.0,Residential,Ahmedabad,11.0,East,1.0,1485.0,963.0,3.0,Semi-Furnished,Tenant-Occupied,A-Science City,2.0,Reserved-Basement
2.0,89.0,Residential,Ahmedabad,11.0,East,0.0,1341.0,729.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
3.0,95.0,Residential,Ahmedabad,11.0,North,0.5,1800.0,954.0,3.0,Full-Furnished,Tenant-Occupied,A-Motera,2.0,Reserved-Parking
2.0,62.0,Residential,Ahmedabad,11.0,East,2.0,1261.0,757.0,2.0,Semi-Furnished,Tenant-Occupied,A-Ghuma,3.0,Reserved-Parking
3.0,100.0,Residential,Ahmedabad,1.0,North-West,25.0,1260.0,1134.0,2.0,Semi-Furnished,Self-Occupied,A-Bodakdev,2.0,Common Parking
3.0,84.0,Residential,Ahmedabad,2.0,East,0.5,1890.0,1089.0,2.0,Unfurnished,Empty,A-Gota,3.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,12.0,North-East,6.0,1150.0,742.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
3.0,126.0,Residential,Ahmedabad,12.0,East,1.0,2988.0,1647.0,3.0,Unfurnished,Empty,A-Nikol,2.0,Reserved-Basement
2.0,45.0,Residential,Ahmedabad,12.0,East,2.0,954.0,874.5,2.0,Unfurnished,Tenant-Occupied,A-Nava Naroda,2.0,Common Parking
3.0,99.0,Residential,Ahmedabad,12.0,East,9.0,1729.0,1123.0,3.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Reserved-Parking
3.0,28.0,Commercial,Ahmedabad,12.0,East,9.0,427.0,362.0,1.0,Unfurnished,Empty,A-Makarba,6.0,Reserved-Basement
4.0,155.0,Residential,Ahmedabad,13.0,North-East,0.0,2512.0,1632.0,4.0,Unfurnished,Empty,A-Gota,2.0,Reserved-Parking
3.0,30.0,Commercial,Ahmedabad,0.0,West,15.0,380.0,221.0,1.0,Unfurnished,Empty,A-Naroda,2.0,Common-Basement
3.0,20.0,Commercial,Ahmedabad,1.0,East,30.0,810.0,688.0,1.0,Full-Furnished,Empty,A-Paldi,1.0,Common Parking
3.0,90.0,Residential,Ahmedabad,4.0,East,23.0,1305.0,1109.0,2.0,Full-Furnished,Self-Occupied,A-Gurukul ,1.0,Common Parking
3.0,1200.0,Residential,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Paldi,2.0,Common Parking
3.0,31.0,Residential,Vadodara,0.0,East,7.0,857.0,1039.0,3.0,Unfurnished,Empty,B-Dabhoi Road,2.0,Common Parking
2.0,95.0,Residential,Ahmedabad,5.0,North,16.0,1683.0,1188.0,3.0,Full-Furnished,Tenant-Occupied,A-Ghodasar,1.0,Common Parking
4.0,130.0,Residential,Ahmedabad,0.0,East,25.0,1908.0,1620.0,4.0,Semi-Furnished,Empty,A-Ranip,2.0,Common Parking
3.0,215.0,Residential,Ahmedabad,19.0,East,0.5,3586.0,874.5,3.0,Unfurnished,Empty,A-Shela,3.0,Reserved-Parking
3.0,97.0,Commercial,Gandhinagar,1.0,East,1.0,667.0,400.0,1.0,Unfurnished,Self-Occupied,G-Kudasan,2.0,Common-Basement
2.0,40.0,Residential,Ahmedabad,2.0,North,22.0,1215.0,900.0,2.0,Semi-Furnished,Self-Occupied,A-Satellite,1.0,Common Parking
3.0,130.0,Residential,Ahmedabad,1.0,East,14.0,1755.0,1404.0,3.0,Semi-Furnished,Self-Occupied,A-New Ranip,1.0,Common Parking
5.0,672.0,Residential,Ahmedabad,18.0,North,1.0,8395.0,4953.0,7.0,Unfurnished,Empty,A-Shela,2.0,Reserved-Basement
1.0,23.0,Residential,Ahmedabad,2.0,East,8.0,720.0,874.5,2.0,Unfurnished,Tenant-Occupied,A-Changodar,1.0,Common Parking
1.0,28.0,Residential,Ahmedabad,2.0,North,12.0,1215.0,828.0,2.0,Semi-Furnished,Self-Occupied,A-Amraiwadi,1.0,Common Parking
1.0,17.0,Residential,Pune,4.0,East,5.0,580.0,480.0,1.0,Unfurnished,Tenant-Occupied,P-Khandala,1.0,Common Parking
1.0,28.0,Residential,Ahmedabad,5.0,East,17.0,828.0,630.0,1.0,Semi-Furnished,Self-Occupied,A-Vatva,1.0,Common Parking
1.0,33.0,Residential,Ahmedabad,2.0,East,20.0,747.0,630.0,1.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,2.0,Common Parking
3.0,52.0,Commercial,Ahmedabad,0.0,East,4.0,300.0,252.0,1.0,Full-Furnished,Self-Occupied,A-Saraspur,2.0,Reserved-Parking
3.0,90.0,Residential,Ahmedabad,3.0,West,10.0,1215.0,1260.0,3.0,Semi-Furnished,Self-Occupied,A-Vasna ,2.0,Reserved-Parking
2.0,37.0,Residential,Ahmedabad,2.0,East,8.0,1134.0,864.0,2.0,Semi-Furnished,Self-Occupied,A-Vatva,1.0,Common Parking
2.0,55.0,Residential,Ahmedabad,2.0,East,10.0,1170.0,990.0,2.0,Semi-Furnished,Self-Occupied,A-Bopal,1.0,Common Parking
3.0,105.0,Residential,Ahmedabad,2.0,North,16.0,1827.0,1620.0,3.0,Full-Furnished,Self-Occupied,A-Satellite,1.0,Reserved-Parking
3.0,148.0,Residential,Ahmedabad,2.0,East,19.0,1647.0,1143.0,3.0,Full-Furnished,Self-Occupied,A-Satellite,1.0,Common Parking
2.0,38.0,Residential,Ahmedabad,2.0,North,10.0,990.0,648.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
2.0,55.0,Residential,Ahmedabad,2.0,North,6.0,1170.0,756.0,2.0,Full-Furnished,Tenant-Occupied,A-New Ranip,2.0,Common Parking
3.0,72.0,Residential,Ahmedabad,11.0,North,0.5,2160.0,1278.0,3.0,Semi-Furnished,Empty,A-Chandkheda,2.0,Reserved-Parking
3.0,90.0,Residential,Ahmedabad,2.0,East,20.0,1575.0,1044.0,3.0,Semi-Furnished,Self-Occupied,A-Isanpur,1.0,Common Parking
2.0,50.0,Residential,Ahmedabad,3.0,North-East,15.0,981.0,735.0,2.0,Full-Furnished,Self-Occupied,A-Gota,1.0,Common Parking
3.0,95.0,Residential,Ahmedabad,2.0,East,8.0,1350.0,990.0,2.0,Semi-Furnished,Self-Occupied,A-New Ranip,2.0,Reserved-Parking
2.0,50.0,Residential,Ahmedabad,2.0,West,16.0,1125.0,621.0,2.0,Semi-Furnished,Self-Occupied,A-Naroda,1.0,Common Parking
3.0,140.0,Residential,Ahmedabad,2.0,West,1.0,1935.0,1251.0,3.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
3.0,34.0,Commercial,Ahmedabad,3.0,North,40.0,1215.0,1728.0,1.0,Unfurnished,Self-Occupied,A-Bapunagar,0.0,Common Parking
3.0,88.0,Residential,Ahmedabad,2.0,West,14.0,1215.0,1026.0,2.0,Semi-Furnished,Empty,A-Gota,1.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,2.0,East,9.0,1026.0,666.0,2.0,Semi-Furnished,Tenant-Occupied,A-New Ranip,1.0,Reserved-Parking
3.0,67.0,Commercial,Ahmedabad,2.0,East,7.0,1040.0,676.0,1.0,Unfurnished,Self-Occupied,A-Satellite,3.0,Reserved-Parking
2.0,27.5,Residential,Ahmedabad,2.0,South,12.0,720.0,675.0,1.0,Semi-Furnished,Self-Occupied,A-Chandlodia,1.0,Common Parking
3.0,48.0,Commercial,Ahmedabad,0.0,South,2.0,436.0,262.0,1.0,Unfurnished,Empty,A-nana Childoa,2.0,Reserved-Parking
3.0,67.0,Commercial,Ahmedabad,2.0,East,7.0,1040.0,676.0,1.0,Unfurnished,Tenant-Occupied,A-Satellite,3.0,Reserved-Basement
4.0,85.0,Residential,Ahmedabad,2.0,East,25.0,1215.0,1152.0,3.0,Semi-Furnished,Self-Occupied,A-Odhav,2.0,Common Parking
3.0,78.0,Residential,Ahmedabad,0.0,East,24.0,1215.0,1143.0,3.0,Semi-Furnished,Self-Occupied,A-Ghodasar,2.0,Common Parking
3.0,52.0,Residential,Ahmedabad,0.0,East,32.0,1215.0,1350.0,3.0,Semi-Furnished,Self-Occupied,A-Naroda,2.0,Reserved-Parking
3.0,35.0,Residential,Ahmedabad,0.0,East,17.0,1215.0,720.0,2.0,Semi-Furnished,Self-Occupied,A-Amraiwadi,2.0,Common Parking
3.0,143.0,Commercial,Ahmedabad,1.0,North-East,10.0,1196.0,777.0,1.0,Semi-Furnished,Tenant-Occupied,A-South Bopal,12.0,Common Parking
3.0,14.0,Commercial,Ahmedabad,2.0,North-East,10.0,486.0,315.0,1.0,Semi-Furnished,Tenant-Occupied,A-South Bopal,12.0,Common Parking
2.0,24.0,Residential,Ahmedabad,2.0,East,5.0,927.0,603.0,2.0,Unfurnished,Tenant-Occupied,A-Changodar,2.0,Reserved-Parking
2.0,45.5,Residential,Ahmedabad,2.0,East,20.0,1260.0,1125.0,2.0,Semi-Furnished,Self-Occupied,A-Amraiwadi,1.0,Reserved-Parking
3.0,80.0,Residential,Ahmedabad,3.0,East,7.0,1512.0,981.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,1.0,Reserved-Parking
3.0,65.0,Residential,Ahmedabad,3.0,East,8.0,1440.0,1008.0,3.0,Semi-Furnished,Empty,A-Nikol,1.0,Common Parking
2.0,34.0,Residential,Ahmedabad,3.0,North-East,20.0,990.0,720.0,1.0,Semi-Furnished,Self-Occupied,A-Chandkheda,2.0,Common Parking
3.0,250.0,Residential,Pune,3.0,East,15.0,1350.0,950.0,3.0,Full-Furnished,Self-Occupied,Pune-Vimannagar,1.0,Reserved-Parking
2.0,20.0,Residential,Ahmedabad,3.0,East,10.0,1134.0,900.0,1.0,Semi-Furnished,Tenant-Occupied,A-Naranpura,1.0,Common Parking
2.0,21.0,Residential,Ahmedabad,3.0,West,10.0,900.0,585.0,2.0,Semi-Furnished,Self-Occupied,A-Vatva,1.0,Common Parking
3.0,70.0,Commercial,Ahmedabad,3.0,North,10.0,1165.0,874.5,1.0,Full-Furnished,Tenant-Occupied,A-Sarkhej,4.0,Reserved-Parking
2.0,27.0,Residential,Ahmedabad,3.0,North,12.0,1080.0,864.0,2.0,Unfurnished,Self-Occupied,A-Odhav,1.0,Reserved-Parking
3.0,76.0,Residential,Ahmedabad,3.0,East,6.0,1431.0,927.0,3.0,Semi-Furnished,Empty,A-Chandkheda,1.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,3.0,East,10.0,860.0,660.0,2.0,Semi-Furnished,Self-Occupied,A-Vasna ,2.0,Reserved-Parking
2.0,63.0,Residential,Ahmedabad,3.0,East,2.0,1170.0,756.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,2.0,Reserved-Parking
3.0,86.0,Residential,Ahmedabad,3.0,East,13.0,1593.0,1035.0,3.0,Full-Furnished,Self-Occupied,A-New Ranip,1.0,Reserved-Parking
1.0,26.0,Residential,Ahmedabad,3.0,East,12.0,774.0,684.0,1.0,Semi-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
2.0,54.0,Residential,Ahmedabad,3.0,East,6.0,1197.0,720.0,2.0,Semi-Furnished,Self-Occupied,A-New Ranip,2.0,Common Parking
3.0,71.25,Residential,Ahmedabad,3.0,East,1.0,1710.0,1107.0,3.0,Full-Furnished,Empty,A-Gota,1.0,Reserved-Parking
3.0,40.0,Residential,Ahmedabad,3.0,East,2.0,1600.0,874.5,3.0,Full-Furnished,Empty,A-Bhadaj,2.0,Reserved-Parking
2.0,63.0,Residential,Ahmedabad,3.0,East,2.0,1170.0,756.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,2.0,Reserved-Parking
2.0,33.0,Residential,Ahmedabad,3.0,North,15.0,1170.0,819.0,2.0,Semi-Furnished,Self-Occupied,A-New Maninagar ,1.0,Common Parking
2.0,42.0,Residential,Ahmedabad,3.0,East,2.0,1305.0,801.0,2.0,Semi-Furnished,Self-Occupied,A-Vastral,2.0,Common-Basement
3.0,47.0,Commercial,Vadodara,3.0,East,5.0,715.0,429.0,1.0,Unfurnished,Empty,B-Vasna Road,2.0,Reserved-Basement
3.0,160.0,Residential,Ahmedabad,0.0,East,13.0,1215.0,2025.0,2.0,Full-Furnished,Self-Occupied,A-Sola,2.0,Common Parking
3.0,185.0,Residential,Ahmedabad,2.0,East,30.0,1161.0,1665.0,3.0,Full-Furnished,Self-Occupied,A-Ghatlodia,2.0,Reserved-Parking
3.0,58.0,Commercial,Ahmedabad,0.0,East,4.0,550.0,874.5,1.0,Unfurnished,Self-Occupied,A-Shahibaug,2.0,Common Parking
3.0,85.0,Residential,Ahmedabad,0.0,West,8.0,1773.0,874.5,4.0,Unfurnished,Self-Occupied,A-Vastral,2.0,Common Parking
3.0,235.0,Residential,Ahmedabad,1.0,East,0.0,2077.0,1350.0,3.0,Unfurnished,Empty,P-Balewadi,2.0,Reserved-Parking
5.0,475.0,Residential,Ahmedabad,16.0,North,7.0,6120.0,4000.0,7.0,Full-Furnished,Self-Occupied,A-Vaishnodevi,3.0,Reserved-Parking
