BHK,Property-Price,Property_Type,City1,Property-On-Floor,Property-Facing,Age-Of-Property,Super-Built-up-Construction-Area,Carpet-Construction-Area,Bathroom,Furniture-Details,Current-Status,Location,No-Of-Lift-Per-Block,Parking-Details
2.0,35.0,Residential,Ahmedabad,2.0,East,5.0,990.0,639.0,2.0,Full-Furnished,Self-Occupied,A-Naroda,2.0,Common Parking
2.0,32.0,Residential,Ahmedabad,2.0,South,7.0,873.0,567.0,2.0,Full-Furnished,Self-Occupied,A-Ramol ,2.0,Reserved-Parking
2.0,53.5,Residential,Ahmedabad,2.0,East,14.0,1215.0,990.0,2.0,Unfurnished,Tenant-Occupied,A-Chandlodia,1.0,Reserved-Parking
3.0,160.0,Commercial,Ahmedabad,2.0,East,1.0,1282.0,833.0,1.0,Full-Furnished,Self-Occupied,A-Ghatlodia,1.0,Reserved-Parking
3.0,110.00000000000001,Residential,Ahmedabad,6.0,South,33.0,1052.0,874.5,3.0,Semi-Furnished,Self-Occupied,A-Sola,1.0,Common Parking
3.0,85.0,Residential,Ahmedabad,2.0,East,22.0,1539.0,1305.0,3.0,Unfurnished,Self-Occupied,A-Navrangpura,2.0,Reserved-Parking
5.0,675.0,Residential,Ahmedabad,0.0,East,15.0,4725.0,874.5,8.0,Full-Furnished,Self-Occupied,A-Ghatlodia,2.0,Reserved-Parking
5.0,149.0,Residential,Ahmedabad,0.0,East,15.0,2520.0,1017.0,3.0,Semi-Furnished,Empty,A-Isanpur,2.0,Reserved-Parking
2.0,57.0,Residential,Ahmedabad,7.0,East,24.0,1053.0,747.0,2.0,Semi-Furnished,Empty,A-Ghatlodia,2.0,Common Parking
1.0,60.0,Residential,Ahmedabad,1.0,East,40.0,1215.0,720.0,1.0,Unfurnished,Empty,A-Chandlodia,2.0,Reserved-Parking
1.0,39.0,Residential,Ahmedabad,2.0,East,22.0,630.0,531.0,1.0,Full-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
2.0,85.0,Residential,Ahmedabad,2.0,East,15.0,1260.0,1260.0,2.0,Unfurnished,Self-Occupied,A-Isanpur,1.0,Common Parking
1.0,25.0,Residential,Ahmedabad,4.0,North-East,10.0,765.0,874.5,1.0,Unfurnished,Empty,A-Bhadaj,2.0,Common Parking
3.0,225.0,Commercial,Ahmedabad,0.0,West,20.0,3200.0,874.5,1.0,Unfurnished,Self-Occupied,A-Naroda,2.0,Common Parking
5.0,135.0,Residential,Ahmedabad,2.0,East,30.0,3600.0,3420.0,5.0,Semi-Furnished,Self-Occupied,A-Satellite,2.0,Reserved-Parking
5.0,211.0,Residential,Ahmedabad,0.0,East,45.0,1215.0,3150.0,4.0,Semi-Furnished,Self-Occupied,A-New Ranip,0.0,Common Parking
4.0,270.0,Residential,Ahmedabad,0.0,East,8.0,2250.0,1458.0,3.0,Semi-Furnished,Self-Occupied,A-Nava Vadaj,2.0,Reserved-Parking
3.0,87.0,Residential,Ahmedabad,2.0,East,20.0,1467.0,1350.0,3.0,Semi-Furnished,Empty,A-Paldi,1.0,Common Parking
4.0,210.0,Residential,Ahmedabad,0.0,North,22.0,1800.0,1170.0,3.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,2.0,Reserved-Parking
2.0,7000.0,Residential,Ahmedabad,3.0,East,2.0,855.0,630.0,2.0,Full-Furnished,Self-Occupied,A-Ambawadi,1.0,Common Parking
3.0,70.0,Residential,Ahmedabad,3.0,East,20.0,756.0,756.0,3.0,Semi-Furnished,Self-Occupied,A-Ambawadi,0.0,Common Parking
2.0,20000.0,Residential,Ahmedabad,0.0,East,35.0,1215.0,115.0,2.0,Semi-Furnished,Empty,A-Vasna ,2.0,Common Parking
2.0,90.0,Residential,Ahmedabad,0.0,East,27.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Isanpur,2.0,Reserved-Parking
3.0,40.0,Commercial,Ahmedabad,3.0,North,15.0,380.0,304.0,1.0,Unfurnished,Tenant-Occupied,A-Navrangpura,1.0,Common-Basement
2.0,32.0,Residential,Ahmedabad,3.0,East,6.0,1116.0,810.0,2.0,Unfurnished,Tenant-Occupied,A-New Maninagar ,1.0,Common Parking
3.0,67.0,Residential,Ahmedabad,3.0,East,8.0,1476.0,954.0,2.0,Semi-Furnished,Self-Occupied,A-Vaishnodevi,1.0,Reserved-Parking
2.0,36.0,Residential,Ahmedabad,3.0,West,6.0,1125.0,729.0,2.0,Unfurnished,Tenant-Occupied,A-Naroda,1.0,Common Parking
2.0,44.0,Residential,Ahmedabad,3.0,North-West,8.0,990.0,657.0,2.0,Semi-Furnished,Tenant-Occupied,A-New Ranip,1.0,Common Parking
1.0,40.0,Residential,Pune,3.0,North-West,12.0,636.0,416.0,2.0,Unfurnished,Tenant-Occupied,P-Bhugaon,2.0,Reserved-Parking
2.0,54.0,Residential,Ahmedabad,3.0,East,8.0,1125.0,855.0,2.0,Semi-Furnished,Tenant-Occupied,A-Chandkheda,1.0,Common Parking
2.0,94.0,Residential,Ahmedabad,3.0,West,22.0,1260.0,1071.0,2.0,Full-Furnished,Self-Occupied,A-Vastrapur,2.0,Reserved-Parking
4.0,165.0,Residential,Ahmedabad,3.0,East,13.0,2072.0,874.5,3.0,Full-Furnished,Self-Occupied,A-Satellite,2.0,Basement-Parking
2.0,72.0,Residential,Ahmedabad,3.0,East,9.0,1341.0,873.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Parking
2.0,65.0,Residential,Ahmedabad,3.0,East,2.0,1249.0,653.0,2.0,Semi-Furnished,Tenant-Occupied,A-Gota,1.0,Reserved-Parking
3.0,86.0,Residential,Ahmedabad,3.0,East,25.0,1368.0,1224.0,3.0,Semi-Furnished,Self-Occupied,A-Naranpura,1.0,Reserved-Parking
3.0,114.99999999999999,Residential,Ahmedabad,3.0,East,5.0,1773.0,1044.0,3.0,Unfurnished,Empty,A-maninagar West,2.0,Common Parking
2.0,64.0,Residential,Ahmedabad,3.0,East,5.0,1359.0,909.0,2.0,Semi-Furnished,Tenant-Occupied,A-Chandkheda,2.0,Reserved-Parking
3.0,47.0,Residential,Ahmedabad,3.0,East,10.0,1710.0,1233.0,3.0,Semi-Furnished,Tenant-Occupied,A-Naroda,1.0,Common Parking
2.0,57.0,Residential,Ahmedabad,3.0,East,5.0,1188.0,774.0,2.0,Semi-Furnished,Self-Occupied,A-Vaishnodevi,2.0,Reserved-Parking
2.0,60.0,Residential,Ahmedabad,3.0,North,4.0,1179.0,810.0,2.0,Full-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
3.0,69.0,Commercial,Ahmedabad,3.0,East,8.0,807.0,524.0,1.0,Full-Furnished,Self-Occupied,A-Thaltej,2.0,Reserved-Parking
3.0,130.0,Residential,Ahmedabad,3.0,North,25.0,1656.0,1323.0,3.0,Semi-Furnished,Self-Occupied,A-Paldi,1.0,Reserved-Parking
3.0,127.0,Commercial,Ahmedabad,0.0,East,4.0,1345.0,874.5,1.0,Unfurnished,Tenant-Occupied,A-Bopal,2.0,Common Parking
3.0,105.0,Commercial,Ahmedabad,3.0,South,11.0,1500.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Sarkhej,3.0,Reserved-Parking
4.0,160.0,Residential,Ahmedabad,3.0,West,25.0,3240.0,2700.0,5.0,Full-Furnished,Self-Occupied,A-Navrangpura,2.0,Reserved-Basement
4.0,265.0,Residential,Ahmedabad,0.0,North,1.0,2250.0,2250.0,4.0,Full-Furnished,Self-Occupied,A-Bopal,2.0,Reserved-Parking
5.0,290.0,Residential,Ahmedabad,0.0,East,2.0,1215.0,4140.0,4.0,Semi-Furnished,Self-Occupied,A-Jivrajpark,2.0,Common Parking
3.0,135.0,Residential,Ahmedabad,0.0,East,10.0,1800.0,1350.0,3.0,Semi-Furnished,Self-Occupied,A-Nava Naroda,2.0,Reserved-Parking
3.0,290.0,Residential,Ahmedabad,0.0,West,21.0,1215.0,1620.0,3.0,Full-Furnished,Self-Occupied,A-Bopal,2.0,Reserved-Parking
2.0,50.0,Residential,Ahmedabad,5.0,East,16.0,1224.0,909.0,3.0,Semi-Furnished,Empty,A-Isanpur,1.0,Common Parking
2.0,67.0,Residential,Ahmedabad,1.0,North-East,25.0,1215.0,1026.0,2.0,Full-Furnished,Self-Occupied,A-Ellisbridge,2.0,Common Parking
2.0,55.0,Residential,Ahmedabad,2.0,East,20.0,1170.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Maninagar,1.0,Common Parking
3.0,350.0,Residential,Ahmedabad,0.0,East,20.0,1215.0,1530.0,2.0,Semi-Furnished,Empty,A-Naranpura,2.0,Reserved-Parking
2.0,60.0,Residential,Ahmedabad,0.0,North-East,5.0,1260.0,756.0,2.0,Semi-Furnished,Self-Occupied,A-Chandlodia,1.0,Common-Basement
4.0,155.0,Residential,Ahmedabad,0.0,East,26.0,1206.0,1206.0,2.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,2.0,Reserved-Parking
3.0,83.0,Residential,Ahmedabad,4.0,East,1.0,1572.0,943.0,3.0,Semi-Furnished,Self-Occupied,A-Ghuma,2.0,Reserved-Basement
3.0,120.0,Residential,Ahmedabad,4.0,East,17.0,1853.0,1398.0,3.0,Full-Furnished,Self-Occupied,A-Motera,1.0,Reserved-Parking
4.0,99.0,Residential,Ahmedabad,4.0,East,15.0,1800.0,1500.0,4.0,Semi-Furnished,Self-Occupied,A-Vasna ,1.0,Reserved-Parking
2.0,50.5,Residential,Ahmedabad,4.0,South,11.0,1260.0,1053.0,1.0,Semi-Furnished,Self-Occupied,A-Chandlodia,1.0,Common Parking
2.0,50.0,Residential,Ahmedabad,4.0,East,15.0,1260.0,1260.0,2.0,Semi-Furnished,Tenant-Occupied,A-New Ranip,1.0,Common Parking
3.0,80.0,Residential,Ahmedabad,4.0,East,10.0,1701.0,1080.0,3.0,Full-Furnished,Self-Occupied,A-Vastral,2.0,Reserved-Parking
1.0,25.0,Residential,Ahmedabad,4.0,East,7.0,657.0,540.0,1.0,Unfurnished,Tenant-Occupied,A-Isanpur,2.0,Common Parking
2.0,65.0,Residential,Ahmedabad,4.0,East,2.0,1350.0,783.0,2.0,Unfurnished,Self-Occupied,A-Vaishnodevi,2.0,Reserved-Parking
2.0,35.0,Residential,Ahmedabad,4.0,East,1.0,1080.0,594.0,2.0,Unfurnished,Empty,A-Naroda,2.0,Reserved-Parking
3.0,35.0,Commercial,Ahmedabad,4.0,East,1.0,625.0,874.5,1.0,Unfurnished,Empty,A-Thaltej,2.0,Common Parking
2.0,88.0,Residential,Pune,4.0,East,1.0,793.0,675.0,2.0,Unfurnished,Empty,P-Pimpari,1.0,Reserved-Parking
3.0,70.0,Residential,Ahmedabad,4.0,South-East,0.5,1935.0,1251.0,3.0,Unfurnished,Empty,A-Vastral,2.0,Reserved-Parking
2.0,31.0,Residential,Ahmedabad,4.0,West,1.0,1215.0,648.0,2.0,Semi-Furnished,Tenant-Occupied,A-Adalaj,2.0,Common-Basement
2.0,55.0,Residential,Ahmedabad,4.0,East,6.0,1045.0,627.0,2.0,Semi-Furnished,Empty,A-Paldi,2.0,Reserved-Parking
2.0,46.0,Residential,Ahmedabad,4.0,North-East,9.0,1053.0,738.0,2.0,Semi-Furnished,Self-Occupied,A-New Ranip,1.0,Common Parking
2.0,60.0,Residential,Ahmedabad,4.0,East,9.0,1152.0,810.0,2.0,Semi-Furnished,Self-Occupied,A-Bopal,1.0,Common Parking
2.0,25.0,Residential,Ahmedabad,4.0,North-East,8.0,1100.0,667.0,2.0,Unfurnished,Empty,A-Adalaj,1.0,Common Parking
2.0,25.0,Residential,Ahmedabad,4.0,East,3.0,963.0,630.0,2.0,Unfurnished,Tenant-Occupied,A-narol,2.0,Common Parking
1.0,36.0,Residential,Ahmedabad,4.0,East,20.0,630.0,495.0,1.0,Semi-Furnished,Empty,A-Ghatlodia,1.0,Common Parking
3.0,68.0,Residential,Ahmedabad,4.0,North,4.0,1575.0,1017.0,3.0,Semi-Furnished,Self-Occupied,A-Chandkheda,2.0,Reserved-Basement
2.0,42.0,Residential,Ahmedabad,4.0,East,10.0,1035.0,864.0,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
2.0,46.0,Residential,Ahmedabad,4.0,East,1.0,1073.0,697.0,2.0,Unfurnished,Empty,A-Naroda,3.0,Common Parking
1.0,28.0,Residential,Ahmedabad,4.0,East,3.0,503.0,302.0,1.0,Unfurnished,Tenant-Occupied,A-Chandlodia,2.0,Common Parking
3.0,95.0,Residential,Ahmedabad,4.0,East,1.0,1215.0,1620.0,3.0,Full-Furnished,Self-Occupied,A-Adalaj,2.0,Reserved-Parking
2.0,36.5,Residential,Ahmedabad,4.0,East,5.0,1008.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Chandkheda,1.0,Common Parking
3.0,110.00000000000001,Residential,Ahmedabad,2.0,East,0.0,1620.0,1053.0,3.0,Unfurnished,Empty,A-Bopal,2.0,Reserved-Basement
2.0,32.0,Residential,Ahmedabad,4.0,North,7.0,1224.0,900.0,2.0,Unfurnished,Empty,A-Godhavi,1.0,Common Parking
2.0,75.0,Residential,Ahmedabad,4.0,East,5.0,1179.0,765.0,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Reserved-Basement
1.0,30.0,Residential,Ahmedabad,4.0,East,0.5,700.0,500.0,1.0,Unfurnished,Empty,A-Ghuma,2.0,Common Parking
2.0,24.0,Residential,Ahmedabad,4.0,East,4.0,882.0,874.5,2.0,Unfurnished,Empty,A-New Maninagar ,2.0,Common Parking
1.0,34.0,Residential,Ahmedabad,4.0,East,6.0,819.0,639.0,1.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Common Parking
1.0,20.0,Residential,Ahmedabad,4.0,East,2.0,460.0,300.0,1.0,Unfurnished,Tenant-Occupied,A-Isanpir,1.0,Common Parking
2.0,53.0,Residential,Ahmedabad,4.0,East,3.0,1224.0,666.0,3.0,Semi-Furnished,Self-Occupied,A-Chandkheda,2.0,Common-Basement
2.0,45.0,Residential,Ahmedabad,4.0,East,1.0,1305.0,783.0,2.0,Semi-Furnished,Self-Occupied,A-Vastral,2.0,Common-Basement
3.0,1.05,Commercial,Ahmedabad,4.0,North,15.0,2600.0,2080.0,1.0,Full-Furnished,Empty,A-Vastrapur,2.0,Common-Basement
1.0,26.5,Residential,Ahmedabad,4.0,East,10.0,810.0,630.0,1.0,Semi-Furnished,Self-Occupied,A-Naroda,1.0,Common Parking
2.0,22.0,Residential,Ahmedabad,4.0,North,6.0,540.0,450.0,2.0,Unfurnished,Tenant-Occupied,A-Vatva,2.0,Common Parking
3.0,35.0,Commercial,Ahmedabad,4.0,East,6.0,645.0,445.0,1.0,Unfurnished,Empty,A-Gota,2.0,Common Parking
3.0,100.0,Residential,Ahmedabad,0.0,East,22.0,1215.0,1260.0,2.0,Semi-Furnished,Empty,A-Ghodasar,2.0,Reserved-Parking
3.0,51.0,Commercial,Ahmedabad,4.0,East,10.0,639.0,415.0,1.0,Full-Furnished,Self-Occupied,A-Shahibaug,4.0,Common Parking
3.0,285.0,Commercial,Ahmedabad,4.0,East,20.0,3335.0,2435.0,1.0,Semi-Furnished,Self-Occupied,A-Bodakdev,4.0,Common Parking
3.0,46.0,Commercial,Ahmedabad,4.0,West,5.0,900.0,495.0,1.0,Unfurnished,Tenant-Occupied,A-Satellite,2.0,Common-Basement
3.0,78.5,Commercial,Ahmedabad,4.0,East,4.0,1248.0,875.0,1.0,Unfurnished,Empty,A-Naroda,2.0,Common Parking
3.0,55.0,Commercial,Ahmedabad,4.0,East,10.0,554.0,874.5,2.0,Semi-Furnished,Empty,A-Shahibaug,1.0,Common Parking
4.0,165.0,Residential,Ahmedabad,2.0,West,10.0,1089.0,2178.0,4.0,Semi-Furnished,Self-Occupied,A-Nava Naroda,2.0,Reserved-Parking
3.0,105.0,Residential,Ahmedabad,0.0,North,22.0,900.0,1107.0,3.0,Unfurnished,Self-Occupied,A-Isanpur,2.0,Reserved-Parking
1.0,40.0,Residential,Ahmedabad,1.0,East,20.0,639.0,468.0,1.0,Full-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
2.0,40.0,Residential,Ahmedabad,3.0,East,15.0,981.0,735.0,2.0,Semi-Furnished,Self-Occupied,A-Vatva,1.0,Common Parking
4.0,325.0,Residential,Ahmedabad,0.0,East,17.0,2970.0,2700.0,4.0,Full-Furnished,Self-Occupied,A-Motera,0.0,Reserved-Parking
1.0,26.0,Residential,Ahmedabad,3.0,South,25.0,720.0,612.0,2.0,Semi-Furnished,Self-Occupied,A-Maninagar,2.0,Common Parking
2.0,48.0,Residential,Gandhinagar,5.0,West,2.0,1224.0,711.0,2.0,Semi-Furnished,Self-Occupied,G-Vavol,2.0,Common Parking
2.0,85.0,Residential,Ahmedabad,5.0,East,7.0,1314.0,765.0,2.0,Full-Furnished,Self-Occupied,A-Sola,2.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,5.0,East,7.0,1170.0,900.0,2.0,Semi-Furnished,Tenant-Occupied,A-Shela,2.0,Common-Basement
3.0,95.0,Residential,Ahmedabad,5.0,East,1.0,1656.0,909.0,3.0,Full-Furnished,Self-Occupied,A-Nirnaynagar,2.0,Reserved-Basement
2.0,88.0,Residential,Ahmedabad,5.0,East,8.0,1215.0,855.0,2.0,Semi-Furnished,Self-Occupied,A-Thaltej,1.0,Reserved-Parking
2.0,70.0,Residential,Ahmedabad,5.0,East,1.0,1278.0,702.0,2.0,Semi-Furnished,Self-Occupied,A-Vaishnodevi,2.0,Reserved-Parking
2.0,65.0,Residential,Ahmedabad,5.0,West,9.0,1260.0,882.0,2.0,Full-Furnished,Self-Occupied,A-Gota,1.0,Reserved-Parking
2.0,58.51,Residential,Ahmedabad,2.0,East,4.0,1242.0,756.0,2.0,Full-Furnished,Self-Occupied,A-Nikol,2.0,Common Parking
2.0,60.0,Residential,Ahmedabad,5.0,West,9.0,1170.0,819.0,2.0,Semi-Furnished,Tenant-Occupied,A-Vaishnodevi,2.0,Common Parking
3.0,120.0,Residential,Gandhinagar,5.0,East,0.5,2772.0,1530.0,3.0,Unfurnished,Empty,G-Kudasan,2.0,Reserved-Parking
2.0,72.5,Residential,Ahmedabad,5.0,East,10.0,1152.0,784.0,2.0,Full-Furnished,Self-Occupied,A-Satellite,2.0,Reserved-Parking
2.0,42.0,Residential,Ahmedabad,5.0,East,10.0,1035.0,747.0,2.0,Unfurnished,Empty,A-Chandkheda,1.0,Common Parking
2.0,40.0,Residential,Ahmedabad,5.0,East,5.0,990.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Sarkhej,1.0,Common Parking
5.0,225.0,Residential,Ahmedabad,5.0,East,0.0,5859.0,3222.0,4.0,Unfurnished,Empty,A-Nikol,2.0,Reserved-Parking
3.0,76.0,Residential,Ahmedabad,5.0,East,0.5,1770.0,1150.0,3.0,Unfurnished,Empty,A-Bopal,2.0,Common Parking
3.0,120.0,Residential,Ahmedabad,5.0,North,3.0,1440.0,990.0,3.0,Semi-Furnished,Self-Occupied,A-Ambawadi,1.0,Reserved-Parking
2.0,32.0,Residential,Ahmedabad,5.0,East,4.0,1530.0,1107.0,2.0,Unfurnished,Tenant-Occupied,A-Naroda,1.0,Common Parking
3.0,88.0,Residential,Ahmedabad,5.0,North-East,0.5,1782.0,1152.0,3.0,Unfurnished,Empty,A-Gota,2.0,Reserved-Parking
1.0,18.0,Residential,Gandhinagar,5.0,South,10.0,765.0,540.0,1.0,Semi-Furnished,Tenant-Occupied,G-Pethapur,1.0,Reserved-Parking
3.0,85.0,Residential,Ahmedabad,5.0,East,1.0,1872.0,1026.0,3.0,Unfurnished,Empty,A-Gota,2.0,Reserved-Basement
2.0,54.0,Residential,Ahmedabad,5.0,East,0.5,1305.0,711.0,2.0,Semi-Furnished,Empty,A-Naroda,2.0,Reserved-Parking
3.0,85.0,Residential,Ahmedabad,5.0,West,10.0,1710.0,1080.0,3.0,Semi-Furnished,Empty,A-Gota,2.0,Reserved-Parking
2.0,75.0,Residential,Gandhinagar,5.0,East,8.0,1323.0,918.0,2.0,Semi-Furnished,Self-Occupied,G-Kudasan,1.0,Reserved-Parking
2.0,45.0,Residential,Ahmedabad,5.0,East,2.0,1170.0,702.0,2.0,Semi-Furnished,Self-Occupied,A-Vastral,2.0,Common-Basement
2.0,50.0,Residential,Ahmedabad,5.0,East,0.5,1080.0,630.0,2.0,Semi-Furnished,Tenant-Occupied,A-Gota,2.0,Common Parking
3.0,120.0,Residential,Ahmedabad,5.0,East,10.0,1710.0,1305.0,3.0,Full-Furnished,Self-Occupied,A-Motera,2.0,Reserved-Parking
3.0,85.0,Residential,Ahmedabad,5.0,North-East,20.0,1800.0,1530.0,3.0,Semi-Furnished,Self-Occupied,A-Memnagar,2.0,Reserved-Parking
2.0,49.0,Residential,Ahmedabad,5.0,East,1.0,1188.0,720.0,2.0,Unfurnished,Empty,A-Ghuma,1.0,Reserved-Parking
2.0,150.0,Residential,Pune,5.0,East,8.0,864.0,755.0,2.0,Semi-Furnished,Self-Occupied,P-Baner,2.0,Reserved-Parking
2.0,47.0,Residential,Ahmedabad,5.0,North,10.0,1080.0,702.0,2.0,Unfurnished,Self-Occupied,A-Vastral,1.0,Common Parking
2.0,65.0,Residential,Pune,5.0,East,6.0,1130.0,832.0,2.0,Semi-Furnished,Tenant-Occupied,P-Wagholi,2.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,5.0,North,5.0,1076.0,604.0,2.0,Semi-Furnished,Self-Occupied,A-Vejalpur,2.0,Common-Basement
1.0,17.0,Residential,Ahmedabad,5.0,East,4.0,540.0,522.0,1.0,Unfurnished,Empty,A-Vatva,2.0,Common Parking
4.0,160.0,Residential,Ahmedabad,0.0,East,20.0,1500.0,1350.0,3.0,Full-Furnished,Self-Occupied,A-Nava Naroda,2.0,Reserved-Parking
3.0,95.0,Commercial,Ahmedabad,0.0,East,12.0,2592.0,874.5,1.0,Unfurnished,Tenant-Occupied,A-Bapunagar,2.0,Common Parking
3.0,90.0,Residential,Ahmedabad,2.0,South,30.0,1215.0,1260.0,2.0,Full-Furnished,Self-Occupied,A-Thaltej,2.0,Reserved-Parking
2.0,47.0,Residential,Ahmedabad,3.0,East,10.0,1008.0,706.0,2.0,Semi-Furnished,Tenant-Occupied,A-Gota,1.0,Common Parking
2.0,139.0,Residential,Pune,7.0,East,2.0,980.0,730.0,2.0,Semi-Furnished,Self-Occupied,P-Balewadi,2.0,Reserved-Basement
3.0,37.0,Residential,Gandhinagar,2.0,East,11.0,1899.0,1494.0,2.0,Unfurnished,Empty,A-Adalaj,2.0,Reserved-Parking
3.0,434.99999999999994,Residential,Ahmedabad,1.0,North,15.0,3339.0,3096.0,4.0,Semi-Furnished,Self-Occupied,A-Usmanpura,2.0,Reserved-Parking
3.0,85.0,Residential,Ahmedabad,2.0,North-East,20.0,1710.0,1395.0,2.0,Full-Furnished,Self-Occupied,A-Ghatlodia,2.0,Common Parking
3.0,130.0,Residential,Ahmedabad,6.0,East,4.0,1836.0,1098.0,3.0,Full-Furnished,Self-Occupied,A-Zundal,2.0,Reserved-Parking
3.0,80.0,Residential,Ahmedabad,6.0,East,0.0,1755.0,965.0,3.0,Unfurnished,Self-Occupied,A-South Bopal,4.0,Reserved-Parking
3.0,229.99999999999997,Residential,Ahmedabad,6.0,East,8.0,2800.0,874.5,4.0,Full-Furnished,Empty,A-Satellite,2.0,Reserved-Parking
3.0,25.0,Residential,Ahmedabad,6.0,East,6.0,954.0,561.0,2.0,Semi-Furnished,Tenant-Occupied,A-Vaishnodevi,2.0,Common Parking
3.0,151.0,Residential,Ahmedabad,6.0,South-East,7.0,2250.0,1462.0,3.0,Full-Furnished,Self-Occupied,A-Chandkheda,2.0,Reserved-Parking
2.0,45.0,Residential,Ahmedabad,6.0,East,1.0,1179.0,765.0,2.0,Full-Furnished,Self-Occupied,A-Nava Naroda,2.0,Common Parking
3.0,85.0,Residential,Ahmedabad,6.0,East,2.0,1485.0,900.0,2.0,Semi-Furnished,Self-Occupied,A-Science City,2.0,Reserved-Parking
1.0,32.0,Residential,Ahmedabad,6.0,East,0.5,500.0,300.0,1.0,Unfurnished,Empty,A-Gota,2.0,Common Parking
2.0,67.0,Residential,Ahmedabad,6.0,East,5.0,1143.0,747.0,2.0,Semi-Furnished,Tenant-Occupied,A-Paldi,4.0,Common Parking
2.0,42.0,Residential,Ahmedabad,6.0,East,3.0,1152.0,765.0,2.0,Semi-Furnished,Self-Occupied,A-Ghodasar,1.0,Reserved-Parking
2.0,50.0,Residential,Ahmedabad,6.0,West,5.0,990.0,630.0,2.0,Unfurnished,Empty,A-Naroda,2.0,Reserved-Parking
3.0,85.0,Residential,Ahmedabad,6.0,North,5.0,1620.0,972.0,3.0,Unfurnished,Empty,A-Chanakyapuri Ghatlodia,2.0,Reserved-Parking
3.0,74.0,Residential,Ahmedabad,6.0,East,6.0,1440.0,874.5,3.0,Semi-Furnished,Empty,A-Vaishnodevi,2.0,Reserved-Parking
3.0,75.0,Residential,Ahmedabad,6.0,East,9.0,1440.0,864.0,2.0,Full-Furnished,Self-Occupied,A-Vaishnodevi,1.0,Reserved-Parking
3.0,68.0,Residential,Ahmedabad,6.0,West,0.5,1700.0,1020.0,3.0,Unfurnished,Empty,A-South Bopal,2.0,Reserved-Basement
3.0,75.0,Residential,Ahmedabad,6.0,East,2.0,1530.0,855.0,3.0,Semi-Furnished,Tenant-Occupied,A-Chandkheda,2.0,Reserved-Basement
2.0,24.0,Residential,Ahmedabad,6.0,East,4.0,882.0,567.0,2.0,Unfurnished,Empty,A-New Maninagar ,2.0,Common Parking
2.0,43.0,Residential,Gandhinagar,6.0,East,1.0,1197.0,810.0,2.0,Unfurnished,Empty,G-Sector 26,2.0,Reserved-Parking
2.0,45.0,Residential,Ahmedabad,6.0,West,7.0,1053.0,651.0,2.0,Semi-Furnished,Self-Occupied,A-Odhav,2.0,Reserved-Parking
2.0,47.0,Residential,Ahmedabad,6.0,North,6.0,958.0,575.0,2.0,Semi-Furnished,Tenant-Occupied,A-Vejalpur,2.0,Common-Basement
4.0,140.0,Residential,Ahmedabad,0.0,East,30.0,4752.0,874.5,4.0,Full-Furnished,Self-Occupied,A-Bapunagar,2.0,Reserved-Parking
4.0,94.0,Residential,Ahmedabad,6.0,East,30.0,1728.0,1422.0,3.0,Full-Furnished,Empty,A-Satellite,2.0,Reserved-Parking
5.0,192.0,Residential,Ahmedabad,0.0,East,33.0,2871.0,2871.0,4.0,Full-Furnished,Self-Occupied,A-Chandkheda,2.0,Reserved-Parking
2.0,75.0,Residential,Ahmedabad,2.0,East,19.0,1125.0,900.0,2.0,Full-Furnished,Self-Occupied,A-Gurukul ,1.0,Common Parking
2.0,41.0,Residential,Ahmedabad,3.0,West,20.0,1071.0,900.0,1.0,Semi-Furnished,Self-Occupied,A-Bopal,1.0,Common Parking
3.0,25.0,Residential,Ahmedabad,0.0,East,15.0,2331.0,874.5,3.0,Semi-Furnished,Empty,A-Motera,2.0,Common Parking
2.0,82.0,Residential,Ahmedabad,7.0,East,0.5,1485.0,963.0,3.0,Unfurnished,Empty,A-Sola,2.0,Reserved-Parking
3.0,54.0,Commercial,Ahmedabad,7.0,East,20.0,1215.0,756.0,1.0,Semi-Furnished,Empty,A-Ellisbridge,2.0,Reserved-Basement
3.0,120.0,Residential,Ahmedabad,7.0,East,9.0,1845.0,1197.0,3.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,2.0,Reserved-Parking
2.0,130.0,Residential,Ahmedabad,7.0,East,5.0,1370.0,890.0,2.0,Full-Furnished,Tenant-Occupied,A-Paldi,1.0,Common Parking
