expired_tag,rejection_reasons
227-vishnudhara-garden-jan25_226,"Distance 13.98 km (A-Nava Naroda to A-Gota) > 6.0 km; Distance 12.74 km (G-Sargasan to A-Gota) > 6.0 km; Distance 14.00 km (A-Shela to A-Gota) > 6.0 km; Price 38.0 outside [42.00, 98.00]; Price 38.0 outside [58.20, 135.80]; Price 38.0 outside [16.20, 37.80]; Distance 8.26 km (A-Satellite to A-Gota) > 6.0 km; Price 38.0 outside [72.00, 168.00]; Price 38.0 outside [39.00, 91.00]; Distance 12.97 km (G-Kudasan to A-Gota) > 6.0 km; Distance 8.36 km (A-Adalaj to A-Gota) > 6.0 km; Property_Type mismatch: Residential != Commercial; Price 38.0 outside [66.00, 154.00]; Price 38.0 outside [66.60, 155.40]; Price 38.0 outside [90.00, 210.00]; Distance 12.11 km (A-Naroda to A-Gota) > 6.0 km; Distance 17.23 km (A-Vastral to A-Gota) > 6.0 km; Distance 12.39 km (A-Makarba to A-Gota) > 6.0 km; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Price 38.0 outside [108.00, 252.00]; Distance 7.50 km (A-Navrangpura to A-Gota) > 6.0 km; Price 38.0 outside [240.00, 560.00]"
105-rajvi-rivera-ranip-nov24_58,"Price 42.0 outside [58.20, 135.80]; Distance 9.54 km (A-Adalaj to A-Ranip) > 6.0 km; Price 42.0 outside [60.00, 140.00]; Distance 9.94 km (A-Maninagar to A-Ranip) > 6.0 km; Price 42.0 outside [43.20, 100.80]; Distance 12.46 km (G-Kudasan to A-Ranip) > 6.0 km; Price 42.0 outside [90.00, 210.00]; Price 42.0 outside [135.00, 315.00]; Distance 7.38 km (A-Ambawadi to A-Ranip) > 6.0 km; Price 42.0 outside [108.00, 252.00]; Distance 9.92 km (A-Nava Naroda to A-Ranip) > 6.0 km; Distance 15.03 km (A-Shela to A-Ranip) > 6.0 km; Distance 13.06 km (G-Sargasan to A-Ranip) > 6.0 km; Price 42.0 outside [240.00, 560.00]; Price 42.0 outside [72.00, 168.00]; Price 42.0 outside [66.60, 155.40]; Distance 7.98 km (A-Naroda to A-Ranip) > 6.0 km; Distance 8.27 km (A-Satellite to A-Ranip) > 6.0 km; Distance 10.14 km (A-Nikol to A-Ranip) > 6.0 km; Distance 7.89 km (A-Paldi to A-Ranip) > 6.0 km; Distance 6.68 km (A-Gurukul to A-Ranip) > 6.0 km; Price 42.0 outside [66.00, 154.00]"
c-1051-trp-mall-bopal-sept24_1203,"Distance 21.22 km (A-Nikol to A-Bopal) > 6.0 km; Price 175.0 outside [219.00, 511.00]; Distance 23.57 km (G-Sargasan to A-Bopal) > 6.0 km; Price 175.0 outside [63.00, 147.00]; Distance 10.10 km (A-Chandlodia to A-Bopal) > 6.0 km; Price 175.0 outside [240.00, 560.00]; Price 175.0 outside [45.00, 105.00]; Distance 10.91 km (A-Gota to A-Bopal) > 6.0 km; Price 175.0 outside [48.00, 112.00]; Distance 517.47 km (P-Tingarenagar to A-Bopal) > 6.0 km; Distance 6.27 km (A-Bhadaj to A-Bopal) > 6.0 km; Price 175.0 outside [30.00, 70.00]"
shop-20-orchid-mall-thaltej-feb25_1797,"Distance 12.66 km (A-Zundal to A-Thaltej) > 6.0 km; Distance 7.08 km (A-Gota to A-Thaltej) > 6.0 km; Price 98.0 outside [420.00, 980.00]; Distance 17.92 km (A-Nava Naroda to A-Thaltej) > 6.0 km; Distance 518.19 km (P-Tingarenagar to A-Thaltej) > 6.0 km; Price 98.0 outside [30.00, 70.00]; Price 98.0 outside [102.00, 238.00]; Distance 17.49 km (A-Nikol to A-Thaltej) > 6.0 km; Distance 7.76 km (A-New Ranip to A-Thaltej) > 6.0 km; Price 98.0 outside [27.00, 63.00]; Distance 12.37 km (A-Maninagar to A-Thaltej) > 6.0 km; Distance 15.17 km (A-Vatva to A-Thaltej) > 6.0 km; Price 98.0 outside [37.80, 88.20]; Price 98.0 outside [198.00, 462.00]; Price 98.0 outside [34.80, 81.20]; Price 98.0 outside [219.00, 511.00]; Distance 9.95 km (A-Shahibaug to A-Thaltej) > 6.0 km; Distance 10.94 km (A-Chandkheda to A-Thaltej) > 6.0 km; Distance 6.04 km (A-Chandlodia to A-Thaltej) > 6.0 km; Distance 6.53 km (A-Navrangpura to A-Thaltej) > 6.0 km; Price 98.0 outside [25.20, 58.80]"
ff-156-pramukh-anand-orbit-mall-kudasan-oct24_1547,"Price 108.0 outside [39.00, 91.00]; Distance 20.48 km (A-Satellite to G-Kudasan) > 6.0 km; Distance 20.00 km (A-Amraiwadi to G-Kudasan) > 6.0 km; Distance 14.86 km (A-Nikol to G-Kudasan) > 6.0 km; Price 108.0 outside [240.00, 560.00]; Price 108.0 outside [30.60, 71.40]; Price 108.0 outside [18.00, 42.00]; Distance 24.65 km (A-Makarba to G-Kudasan) > 6.0 km; Distance 26.84 km (A-Shela to G-Kudasan) > 6.0 km; Property_Type mismatch: Residential != Commercial; Price 108.0 outside [15.60, 36.40]; Distance 12.46 km (A-Ranip to G-Kudasan) > 6.0 km; Price 108.0 outside [42.00, 98.00]; Price 108.0 outside [30.00, 70.00]; Distance 12.49 km (A-Naroda to G-Kudasan) > 6.0 km; Distance 20.47 km (A-Vastral to G-Kudasan) > 6.0 km"
401-vimo-sewa-chanda-niwas-ellisbridge-april25_374,"Distance 7.25 km (A-Makarba to A-Ellisbridge) > 6.0 km; Price 54.0 outside [84.00, 196.00]; Price 54.0 outside [66.00, 154.00]; Price 54.0 outside [16.20, 37.80]; Price 54.0 outside [60.00, 140.00]; Price 54.0 outside [135.00, 315.00]; Distance 507.30 km (P-Wakad to A-Ellisbridge) > 6.0 km; Price 54.0 outside [15.60, 36.40]; Distance 11.35 km (A-Nikol to A-Ellisbridge) > 6.0 km; Distance 12.39 km (A-Nava Naroda to A-Ellisbridge) > 6.0 km; Price 54.0 outside [19.20, 44.80]; Price 54.0 outside [74.40, 173.60]"
505-vishwanath-north-view-navrangpura-dec24_430,"Price 130.0 outside [40.20, 93.80]; Price 130.0 outside [24.00, 56.00]; Price 130.0 outside [19.20, 44.80]; Distance 7.80 km (A-Makarba to A-Navrangpura) > 6.0 km; Price 130.0 outside [54.00, 126.00]; Distance 6.36 km (A-Maninagar to A-Navrangpura) > 6.0 km; Price 130.0 outside [44.40, 103.60]; Price 130.0 outside [30.00, 70.00]; Distance 11.24 km (A-Nikol to A-Navrangpura) > 6.0 km; Price 130.0 outside [135.00, 315.00]; Distance 12.03 km (A-Nava Naroda to A-Navrangpura) > 6.0 km; Price 130.0 outside [45.00, 105.00]; Price 130.0 outside [16.20, 37.80]; Distance 102.08 km (B-Aklkapuri to A-Navrangpura) > 6.0 km; Price 130.0 outside [43.20, 100.80]; Distance 17.60 km (G-Kudasan to A-Navrangpura) > 6.0 km; Price 130.0 outside [48.00, 112.00]; Distance 508.79 km (P-Wakad to A-Navrangpura) > 6.0 km; Price 130.0 outside [27.60, 64.40]"
810-krupal-pathshala-satellite-oct24_537,"Price 34.0 outside [66.00, 154.00]; Distance 16.48 km (A-Nava Naroda to A-Satellite) > 6.0 km; Distance 14.54 km (A-Naroda to A-Satellite) > 6.0 km; Price 34.0 outside [84.00, 196.00]; Price 34.0 outside [34.80, 81.20]; Price 34.0 outside [43.20, 100.80]; Price 34.0 outside [36.00, 84.00]; Distance 6.87 km (A-Shela to A-Satellite) > 6.0 km; Distance 509.22 km (P-Wakad to A-Satellite) > 6.0 km"
"1002-gopal-palace-nehrunagar-dec24,_31","Price 50.0 outside [66.00, 154.00]; Price 50.0 outside [15.60, 36.40]; Distance 9.79 km (A-Amraiwadi to A-Ambawadi) > 6.0 km; Distance 6.95 km (A-Maninagar to A-Ambawadi) > 6.0 km; Price 50.0 outside [84.00, 196.00]; Price 50.0 outside [54.00, 126.00]; Price 50.0 outside [19.20, 44.80]; Price 50.0 outside [60.00, 140.00]; Price 50.0 outside [74.40, 173.60]; Price 50.0 outside [16.20, 37.80]; Distance 13.35 km (A-Nikol to A-Ambawadi) > 6.0 km; Distance 14.31 km (A-Nava Naroda to A-Ambawadi) > 6.0 km; Price 50.0 outside [18.00, 42.00]; Distance 507.73 km (P-Wakad to A-Ambawadi) > 6.0 km; Price 50.0 outside [135.00, 315.00]"
10-amrapali-axiom-bopal-sept24_20,"Price 35.0 outside [45.00, 105.00]; Distance 8.24 km (A-Ambawadi to A-Bopal) > 6.0 km; Distance 21.22 km (A-Nikol to A-Bopal) > 6.0 km; Price 35.0 outside [60.00, 140.00]; Price 35.0 outside [84.00, 196.00]; Price 35.0 outside [74.40, 173.60]; Price 35.0 outside [40.20, 93.80]; Distance 10.00 km (A-Navrangpura to A-Bopal) > 6.0 km; Distance 21.82 km (A-Nava Naroda to A-Bopal) > 6.0 km; Distance 9.07 km (A-Naranpura to A-Bopal) > 6.0 km; Price 35.0 outside [43.20, 100.80]; Distance 10.51 km (A-Paldi to A-Bopal) > 6.0 km; Price 35.0 outside [66.00, 154.00]; Distance 11.22 km (A-Nava Vadaj to A-Bopal) > 6.0 km; Price 35.0 outside [54.00, 126.00]; Distance 15.02 km (A-Maninagar to A-Bopal) > 6.0 km; Price 35.0 outside [48.00, 112.00]; Price 35.0 outside [44.40, 103.60]; Distance 511.07 km (P-Wakad to A-Bopal) > 6.0 km; Distance 18.00 km (A-Amraiwadi to A-Bopal) > 6.0 km"
204-yash-aqua-navrangpura-dec24_203,"Price 57.5 outside [74.40, 173.60]; Distance 11.24 km (A-Nikol to A-Navrangpura) > 6.0 km; Price 57.5 outside [15.60, 36.40]; Price 57.5 outside [66.00, 154.00]; Price 57.5 outside [21.60, 50.40]; Distance 12.03 km (A-Nava Naroda to A-Navrangpura) > 6.0 km; Distance 8.64 km (A-Amraiwadi to A-Navrangpura) > 6.0 km; Distance 6.36 km (A-Maninagar to A-Navrangpura) > 6.0 km; Price 57.5 outside [16.20, 37.80]; Price 57.5 outside [18.00, 42.00]; Price 57.5 outside [24.00, 56.00]; Distance 508.79 km (P-Wakad to A-Navrangpura) > 6.0 km; Price 57.5 outside [19.20, 44.80]; Price 57.5 outside [60.00, 140.00]; Price 57.5 outside [84.00, 196.00]; Distance 7.80 km (A-Makarba to A-Navrangpura) > 6.0 km"
gf-5-balaji-centre-gurukul-sept24_1596,"Distance 14.71 km (A-Odhav to A-Gurukul) > 6.0 km; Price 275.0 outside [75.00, 175.00]; Price 275.0 outside [18.00, 42.00]; Price 275.0 outside [48.00, 112.00]; Distance 7.93 km (A-Sarkhej to A-Gurukul) > 6.0 km; Price 275.0 outside [34.80, 81.20]; Distance 13.44 km (A-Naroda to A-Gurukul) > 6.0 km; Price 275.0 outside [66.00, 154.00]; Distance 516.83 km (P-Tingarenagar to A-Gurukul) > 6.0 km; Distance 8.35 km (A-Shela to A-Gurukul) > 6.0 km; Price 275.0 outside [36.00, 84.00]; Price 275.0 outside [42.00, 98.00]; Distance 15.41 km (A-Nava Naroda to A-Gurukul) > 6.0 km; Price 275.0 outside [19.20, 44.80]"
a-102-titanium-city-centre-satellite-jan25_609,"Price 44.0 outside [66.00, 154.00]; Price 44.0 outside [74.40, 173.60]; Price 44.0 outside [60.00, 140.00]; Price 44.0 outside [44.40, 103.60]; Distance 16.48 km (A-Nava Naroda to A-Satellite) > 6.0 km; Distance 12.50 km (A-Amraiwadi to A-Satellite) > 6.0 km; Price 44.0 outside [45.00, 105.00]; Price 44.0 outside [48.00, 112.00]; Distance 6.51 km (A-Nava Vadaj to A-Satellite) > 6.0 km; Price 44.0 outside [16.20, 37.80]; Price 44.0 outside [15.60, 36.40]; Distance 15.73 km (A-Nikol to A-Satellite) > 6.0 km; Price 44.0 outside [54.00, 126.00]; Distance 9.65 km (A-Maninagar to A-Satellite) > 6.0 km; Price 44.0 outside [84.00, 196.00]; Price 44.0 outside [18.00, 42.00]; Distance 509.22 km (P-Wakad to A-Satellite) > 6.0 km"
309-heritage-plaza-gurukul-march25_312,"Distance 9.79 km (A-Maninagar to A-Gurukul) > 6.0 km; Price 35.0 outside [43.20, 100.80]; Price 35.0 outside [45.00, 105.00]; Price 35.0 outside [44.40, 103.60]; Price 35.0 outside [40.20, 93.80]; Price 35.0 outside [60.00, 140.00]; Price 35.0 outside [74.40, 173.60]; Price 35.0 outside [66.00, 154.00]; Price 35.0 outside [135.00, 315.00]; Price 35.0 outside [43.80, 102.20]; Price 35.0 outside [54.00, 126.00]; Price 35.0 outside [84.00, 196.00]; Distance 14.86 km (A-Nikol to A-Gurukul) > 6.0 km; Price 35.0 outside [48.00, 112.00]; Distance 15.41 km (A-Nava Naroda to A-Gurukul) > 6.0 km"
shop-2-hinglaj-complex-thaltej-dec24_1794,"Price 110.00000000000001 outside [27.60, 64.40]; Price 110.00000000000001 outside [36.00, 84.00]; Price 110.00000000000001 outside [28.80, 67.20]; Price 110.00000000000001 outside [9.00, 21.00]; Distance 7.08 km (A-Gota to A-Thaltej) > 6.0 km; Distance 6.53 km (A-Navrangpura to A-Thaltej) > 6.0 km; Distance 9.95 km (A-Shahibaug to A-Thaltej) > 6.0 km; Price 110.00000000000001 outside [21.60, 50.40]; Distance 17.92 km (A-Nava Naroda to A-Thaltej) > 6.0 km; Price 110.00000000000001 outside [19.20, 44.80]"
d-103-sg-business-hub-highway-oct24_1353,"Distance 14.88 km (A-Nava Naroda to A-SG Highway) > 6.0 km; Price 146.0 outside [15.60, 36.40]; Price 146.0 outside [60.00, 140.00]; Price 146.0 outside [9.00, 21.00]; Distance 15.10 km (A-Nikol to A-SG Highway) > 6.0 km; Distance 515.52 km (P-Wakad to A-SG Highway) > 6.0 km; Price 146.0 outside [19.20, 44.80]; Distance 6.92 km (A-Navrangpura to A-SG Highway) > 6.0 km; Price 146.0 outside [45.00, 105.00]; Price 146.0 outside [54.00, 126.00]; Distance 9.57 km (A-Paldi to A-SG Highway) > 6.0 km; Price 146.0 outside [39.00, 91.00]; Price 146.0 outside [30.00, 70.00]; Distance 12.44 km (A-Shela to A-SG Highway) > 6.0 km; Price 146.0 outside [43.20, 100.80]; Distance 14.89 km (A-Amraiwadi to A-SG Highway) > 6.0 km; Distance 12.95 km (A-Naroda to A-SG Highway) > 6.0 km; Price 146.0 outside [48.00, 112.00]; Price 146.0 outside [24.00, 56.00]; Distance 13.15 km (A-Maninagar to A-SG Highway) > 6.0 km; Distance 10.99 km (A-Makarba to A-SG Highway) > 6.0 km; Distance 7.81 km (A-Ambawadi to A-SG Highway) > 6.0 km; Property_Type mismatch: Residential != Commercial; Price 146.0 outside [44.40, 103.60]; Price 146.0 outside [18.00, 42.00]; Distance 108.89 km (B-Aklkapuri to A-SG Highway) > 6.0 km; Price 146.0 outside [21.60, 50.40]; Distance 6.93 km (A-Satellite to A-SG Highway) > 6.0 km; Price 146.0 outside [40.20, 93.80]; Distance 7.88 km (A-Shahibaug to A-SG Highway) > 6.0 km; Price 146.0 outside [27.60, 64.40]"
802-bleach-camp-shivalik-ambawadi-dec24_534,"Price 93.5 outside [135.00, 315.00]; Price 93.5 outside [16.20, 37.80]; Distance 6.95 km (A-Maninagar to A-Ambawadi) > 6.0 km; Price 93.5 outside [21.60, 50.40]; Price 93.5 outside [30.00, 70.00]; Distance 13.35 km (A-Nikol to A-Ambawadi) > 6.0 km; Distance 14.31 km (A-Nava Naroda to A-Ambawadi) > 6.0 km; Price 93.5 outside [19.20, 44.80]"
203-abhishek-apartment-ghatlodia-nov24_195,"Price 52.0 outside [66.00, 154.00]; Distance 7.89 km (A-Vejalpur to A-Ghatlodia) > 6.0 km; Distance 13.74 km (A-Ghodasar to A-Ghatlodia) > 6.0 km; Price 52.0 outside [17.10, 39.90]; Distance 12.09 km (A-Naroda to A-Ghatlodia) > 6.0 km; Distance 6.32 km (A-Chandkheda to A-Ghatlodia) > 6.0 km; Price 52.0 outside [77.40, 180.60]; Distance 11.22 km (A-Adalaj to A-Ghatlodia) > 6.0 km; Distance 12.93 km (A-Isanpur to A-Ghatlodia) > 6.0 km; Distance 11.29 km (A-Maninagar to A-Ghatlodia) > 6.0 km; Price 52.0 outside [21.00, 49.00]; Distance 7.61 km (A-Paldi to A-Ghatlodia) > 6.0 km"
a-304-baleshwar-heights-chandlodia-sept24_728,"Price 55.0 outside [60.00, 140.00]; Distance 11.41 km (A-Maninagar to A-Chandlodia) > 6.0 km; Price 55.0 outside [77.40, 180.60]; Distance 8.17 km (A-Paldi to A-Chandlodia) > 6.0 km; Distance 9.08 km (A-Vejalpur to A-Chandlodia) > 6.0 km; Distance 13.89 km (A-Ghodasar to A-Chandlodia) > 6.0 km; Price 55.0 outside [14.40, 33.60]; Price 55.0 outside [66.00, 154.00]; Price 55.0 outside [72.00, 168.00]; Distance 16.03 km (A-Ramol to A-Chandlodia) > 6.0 km; Distance 9.96 km (A-Adalaj to A-Chandlodia) > 6.0 km; Distance 11.09 km (A-Naroda to A-Chandlodia) > 6.0 km; Price 55.0 outside [17.10, 39.90]; Price 55.0 outside [23.40, 54.60]; Price 55.0 outside [69.00, 161.00]; Price 55.0 outside [21.00, 49.00]; Distance 17.26 km (G-Sector 7B to A-Chandlodia) > 6.0 km; Distance 6.57 km (A-Satellite to A-Chandlodia) > 6.0 km; Distance 13.20 km (A-Isanpur to A-Chandlodia) > 6.0 km"
b-602-om-shanti-gold-plus-narol-jul25_1116,"Distance 8.18 km (A-Gota to A-Vaishnodevi) > 6.0 km; Price 25.0 outside [30.90, 72.10]; Distance 6.16 km (A-Ghatlodia to A-Vaishnodevi) > 6.0 km; Distance 24.06 km (G-Sector 7B to A-Vaishnodevi) > 6.0 km; Price 25.0 outside [46.80, 109.20]; Price 25.0 outside [45.00, 105.00]; Distance 9.22 km (A-New Ranip to A-Vaishnodevi) > 6.0 km; Distance 16.34 km (A-Ghodasar to A-Vaishnodevi) > 6.0 km; Price 25.0 outside [26.40, 61.60]; Distance 12.39 km (A-Chandkheda to A-Vaishnodevi) > 6.0 km; Price 25.0 outside [77.40, 180.60]; Distance 11.88 km (A-Shahibaug to A-Vaishnodevi) > 6.0 km; Distance 7.12 km (A-Naranpura to A-Vaishnodevi) > 6.0 km; Price 25.0 outside [69.00, 161.00]; Price 25.0 outside [66.00, 154.00]; Price 25.0 outside [60.00, 140.00]; Distance 16.29 km (A-Adalaj to A-Vaishnodevi) > 6.0 km; Distance 17.83 km (A-Naroda to A-Vaishnodevi) > 6.0 km; Price 25.0 outside [40.80, 95.20]; Price 25.0 outside [27.00, 63.00]; Price 25.0 outside [28.20, 65.80]; Distance 9.70 km (A-Paldi to A-Vaishnodevi) > 6.0 km; Price 25.0 outside [72.00, 168.00]"
"c-201-shree-narayan-lotus-chandkheda-nov24,_1236","Price 38.0 outside [210.00, 490.00]; Price 38.0 outside [123.00, 287.00]; Distance 16.15 km (A-Ghuma to A-Chandkheda) > 6.0 km; Distance 6.32 km (A-Ghatlodia to A-Chandkheda) > 6.0 km; Price 38.0 outside [156.00, 364.00]; Price 38.0 outside [261.00, 609.00]; Distance 7.06 km (A-Usmanpura to A-Chandkheda) > 6.0 km; Price 38.0 outside [126.00, 294.00]; Price 38.0 outside [90.60, 211.40]; Distance 13.22 km (A-Amraiwadi to A-Chandkheda) > 6.0 km"
"s-12-gokuldham-apartment-vejalpur-dec24,_1753","Price 23.0 outside [126.00, 294.00]; Distance 7.89 km (A-Ghatlodia to A-Vejalpur) > 6.0 km; Distance 9.08 km (A-Chandlodia to A-Vejalpur) > 6.0 km; Distance 10.87 km (A-Gota to A-Vejalpur) > 6.0 km; Price 23.0 outside [156.00, 364.00]; Distance 7.16 km (A-Usmanpura to A-Vejalpur) > 6.0 km; Price 23.0 outside [123.00, 287.00]; Distance 13.43 km (A-Chandkheda to A-Vejalpur) > 6.0 km; Distance 7.01 km (A-Ghuma to A-Vejalpur) > 6.0 km; Price 23.0 outside [90.60, 211.40]; Price 23.0 outside [261.00, 609.00]"
35-janakpuri-society-ghodasar-oct24_334,"Price 77.0 outside [123.00, 287.00]; Distance 13.74 km (A-Ghatlodia to A-Ghodasar) > 6.0 km; Price 77.0 outside [261.00, 609.00]; Price 77.0 outside [90.60, 211.40]; Distance 13.89 km (A-Chandlodia to A-Ghodasar) > 6.0 km; Price 77.0 outside [156.00, 364.00]; Distance 9.19 km (A-Usmanpura to A-Ghodasar) > 6.0 km; Distance 17.71 km (A-Ghuma to A-Ghodasar) > 6.0 km; Price 77.0 outside [126.00, 294.00]"
3-swarnim-villa-gota-dec24_272,"Price 500.0 outside [159.00, 371.00]; Distance 9.33 km (A-Bopal to A-SG Highway) > 6.0 km; Price 500.0 outside [150.00, 350.00]; Price 500.0 outside [123.00, 287.00]; Price 500.0 outside [156.00, 364.00]; Price 500.0 outside [90.60, 211.40]; Distance 12.95 km (A-Naroda to A-SG Highway) > 6.0 km"
m-373-kk-nagar-sector-4-ghatlodia-sep24_1697,"Distance 8.69 km (A-Bopal to A-Ghatlodia) > 6.0 km; Distance 10.87 km (A-Kubernagar to A-Ghatlodia) > 6.0 km; Price 430.0 outside [159.00, 371.00]; Distance 13.19 km (A-Amraiwadi to A-Ghatlodia) > 6.0 km; Price 430.0 outside [43.20, 100.80]; Price 430.0 outside [90.60, 211.40]; Distance 12.09 km (A-Naroda to A-Ghatlodia) > 6.0 km; Distance 9.85 km (A-Ghuma to A-Ghatlodia) > 6.0 km; Price 430.0 outside [162.00, 378.00]; Price 430.0 outside [156.00, 364.00]; Price 430.0 outside [150.00, 350.00]; Price 430.0 outside [58.20, 135.80]; Price 430.0 outside [123.00, 287.00]; Distance 7.61 km (A-Paldi to A-Ghatlodia) > 6.0 km; Price 430.0 outside [126.00, 294.00]"
c-12-goyal-complex--bodakdev--dec24_1211,"Distance 16.23 km (A-Nikol to A-Bodakdev) > 6.0 km; Distance 13.34 km (A-Vatva to A-Bodakdev) > 6.0 km; Price 100.0 outside [39.00, 91.00]; Distance 6.05 km (A-Chandlodia to A-Bodakdev) > 6.0 km; Distance 7.56 km (A-Gota to A-Bodakdev) > 6.0 km; Price 100.0 outside [27.00, 63.00]; Price 100.0 outside [156.00, 364.00]; Price 100.0 outside [171.00, 399.00]; Price 100.0 outside [165.00, 385.00]; Distance 10.82 km (A-Chandkheda to A-Bodakdev) > 6.0 km; Distance 6.06 km (A-Usmanpura to A-Bodakdev) > 6.0 km; Price 100.0 outside [126.60, 295.40]; Price 100.0 outside [24.00, 56.00]; Distance 10.60 km (A-Maninagar to A-Bodakdev) > 6.0 km; Distance 8.14 km (A-Ranip to A-Bodakdev) > 6.0 km; Price 100.0 outside [123.00, 287.00]; Price 100.0 outside [132.00, 308.00]; Distance 6.07 km (A-Paldi to A-Bodakdev) > 6.0 km"
130-aarti-tenament-ghatlodia-feb25_111,"Price 77.5 outside [126.60, 295.40]; Distance 212.58 km (S-Athawa Lines to A-Ghatlodia) > 6.0 km; Distance 7.89 km (A-Vejalpur to A-Ghatlodia) > 6.0 km; Distance 14.59 km (A-Vatva to A-Ghatlodia) > 6.0 km; Price 77.5 outside [153.00, 357.00]; Price 77.5 outside [123.00, 287.00]; Distance 6.32 km (A-Chandkheda to A-Ghatlodia) > 6.0 km; Price 77.5 outside [165.00, 385.00]; Price 77.5 outside [132.00, 308.00]; Price 77.5 outside [24.00, 56.00]; Price 77.5 outside [156.00, 364.00]; Price 77.5 outside [171.00, 399.00]; Distance 11.29 km (A-Maninagar to A-Ghatlodia) > 6.0 km; Price 77.5 outside [90.60, 211.40]; Price 77.5 outside [27.00, 63.00]; Distance 7.61 km (A-Paldi to A-Ghatlodia) > 6.0 km; Distance 14.02 km (A-Nikol to A-Ghatlodia) > 6.0 km; Price 77.5 outside [168.00, 392.00]"
37-5-poojan-bunglows-bopal-sept24_341,"Price 135.0 outside [210.00, 490.00]; Price 135.0 outside [381.00, 889.00]; Price 135.0 outside [261.00, 609.00]; Distance 8.24 km (A-Ambawadi to A-Bopal) > 6.0 km; Price 135.0 outside [159.00, 371.00]; Price 135.0 outside [156.00, 364.00]; Distance 11.05 km (A-Usmanpura to A-Bopal) > 6.0 km; Price 135.0 outside [150.00, 350.00]; Distance 10.10 km (A-Chandlodia to A-Bopal) > 6.0 km; Price 135.0 outside [300.00, 700.00]; Distance 19.84 km (A-Naroda to A-Bopal) > 6.0 km; Distance 6.27 km (A-Bhadaj to A-Bopal) > 6.0 km; Distance 8.69 km (A-Ghatlodia to A-Bopal) > 6.0 km; Distance 18.00 km (A-Amraiwadi to A-Bopal) > 6.0 km; Distance 9.33 km (A-SG Highway to A-Bopal) > 6.0 km"
j-503-shalin-heights-2-narol-oct24_1668,"Distance 16.12 km (A-Chandkheda to A-narol) > 6.0 km; Price 25.0 outside [45.00, 105.00]; Distance 13.06 km (A-Ranip to A-narol) > 6.0 km; Distance 9.43 km (A-Usmanpura to A-narol) > 6.0 km; Price 25.0 outside [132.00, 308.00]; Price 25.0 outside [171.00, 399.00]; Price 25.0 outside [165.00, 385.00]; Distance 13.96 km (A-Chandlodia to A-narol) > 6.0 km; Distance 16.07 km (A-Gota to A-narol) > 6.0 km; Price 25.0 outside [39.00, 91.00]; Distance 13.51 km (A-Ghatlodia to A-narol) > 6.0 km; Price 25.0 outside [27.00, 63.00]; Price 25.0 outside [123.00, 287.00]; Price 25.0 outside [156.00, 364.00]; Distance 12.55 km (A-Nikol to A-narol) > 6.0 km; Price 25.0 outside [126.60, 295.40]"
52-anjana-park-society-bapunagar-aug24_439,"Distance 7.26 km (A-Ranip to A-Bapunagar) > 6.0 km; Distance 9.13 km (A-Chandkheda to A-Bapunagar) > 6.0 km; Price 54.0 outside [132.00, 308.00]; Distance 8.18 km (A-Vatva to A-Bapunagar) > 6.0 km; Distance 9.95 km (A-Chandlodia to A-Bapunagar) > 6.0 km; Price 54.0 outside [165.00, 385.00]; Price 54.0 outside [126.60, 295.40]; Distance 6.25 km (A-Usmanpura to A-Bapunagar) > 6.0 km; Price 54.0 outside [171.00, 399.00]; Distance 10.53 km (A-Ghatlodia to A-Bapunagar) > 6.0 km; Distance 7.57 km (A-Paldi to A-Bapunagar) > 6.0 km; Price 54.0 outside [123.00, 287.00]; Price 54.0 outside [156.00, 364.00]"
6-59-avani-apartment-pragatinagar-oct24_455,"Price 61.0 outside [123.00, 287.00]; Distance 7.28 km (A-Chandkheda to A-Naranpura) > 6.0 km; Price 61.0 outside [75.00, 175.00]; Price 61.0 outside [156.00, 364.00]; Price 61.0 outside [78.00, 182.00]; Distance 12.09 km (A-New Maninagar to A-Naranpura) > 6.0 km; Price 61.0 outside [19.80, 46.20]; Price 61.0 outside [16.80, 39.20]; Distance 13.35 km (A-Vastral to A-Naranpura) > 6.0 km; Price 61.0 outside [19.20, 44.80]; Price 61.0 outside [18.60, 43.40]"
e-404-aalekh-apartment-vastrapur-march25_1462,"Distance 14.82 km (A-Vastral to A-Vastrapur) > 6.0 km; Price 80.0 outside [123.00, 287.00]; Distance 7.21 km (A-Gota to A-Vastrapur) > 6.0 km; Price 80.0 outside [33.00, 77.00]; Price 80.0 outside [156.00, 364.00]; Price 80.0 outside [19.20, 44.80]; Price 80.0 outside [16.80, 39.20]; Price 80.0 outside [27.00, 63.00]; Distance 13.15 km (A-New Maninagar to A-Vastrapur) > 6.0 km; Distance 9.87 km (A-Chandkheda to A-Vastrapur) > 6.0 km; Price 80.0 outside [28.20, 65.80]; Price 80.0 outside [18.60, 43.40]; Price 80.0 outside [19.80, 46.20]"
