expired_tag,rejection_reasons
b-1-vishnupark-society-naroda-may25_889,"Price 70.0 outside [144.00, 336.00]; Distance 7.36 km (A-Sabarmati to A-Naroda) > 6.0 km; Price 70.0 outside [195.00, 455.00]; Price 70.0 outside [402.00, 938.00]; Distance 21.00 km (A-Ghuma to A-Naroda) > 6.0 km; Distance 18.02 km (A-Ambali to A-Naroda) > 6.0 km; Distance 517.12 km (P-Pashan to A-Naroda) > 6.0 km; Distance 7.59 km (A-Kalupur to A-Naroda) > 6.0 km; Distance 10.79 km (A-Naranpura to A-Naroda) > 6.0 km; Price 70.0 outside [234.00, 546.00]; Distance 503.61 km (P-Moshi to A-Naroda) > 6.0 km; Price 70.0 outside [117.00, 273.00]; Distance 14.54 km (A-Satellite to A-Naroda) > 6.0 km; Price 70.0 outside [174.00, 406.00]; Price 70.0 outside [90.00, 210.00]; Price 70.0 outside [255.00, 595.00]"
897-chandrabhaga-society-nava-vadaj-au24_545,"Price 60.0 outside [24.00, 56.00]; Price 60.0 outside [99.00, 231.00]; Distance 12.33 km (A-Vatva to A-Nava Vadaj) > 6.0 km; Price 60.0 outside [78.00, 182.00]; Distance 7.39 km (A-Vasna to A-Nava Vadaj) > 6.0 km; Distance 7.61 km (A-Zundal to A-Nava Vadaj) > 6.0 km; Distance 10.88 km (A-Nava Naroda to A-Nava Vadaj) > 6.0 km"
"h-1-702-ashrya-10-apartment-new-ranip-oct24,_1606","Distance 15.23 km (A-Vatva to A-New Ranip) > 6.0 km; Distance 10.03 km (A-Naroda to A-New Ranip) > 6.0 km; Price 62.5 outside [24.00, 56.00]"
a-103-vandemataram-prime-gota-sept24_619,"Price 67.0 outside [21.60, 50.40]; Price 67.0 outside [17.40, 40.60]; Distance 115.48 km (B-Makarpura to A-Gota) > 6.0 km; Price 67.0 outside [10.80, 25.20]; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Price 67.0 outside [82.80, 193.20]; Distance 22.56 km (G-Pethapur to A-Gota) > 6.0 km; Price 67.0 outside [18.00, 42.00]; Distance 10.91 km (A-Bopal to A-Gota) > 6.0 km; Distance 400.35 km (P-Kharadi to A-Gota) > 6.0 km; Distance 7.58 km (A-Shahibaug to A-Gota) > 6.0 km; Distance 16.86 km (A-Vatva to A-Gota) > 6.0 km; Distance 8.18 km (A-Vaishnodevi to A-Gota) > 6.0 km; Distance 12.11 km (A-Naroda to A-Gota) > 6.0 km"
k-14-shantinath-apartment-vejalpur-nov24_1677,"Price 31.5 outside [36.00, 84.00]; Distance 6.43 km (A-Vaishnodevi to A-Vejalpur) > 6.0 km; Distance 16.46 km (A-Nikol to A-Vejalpur) > 6.0 km; Distance 9.88 km (A-Shahibaug to A-Vejalpur) > 6.0 km; Distance 15.67 km (A-Naroda to A-Vejalpur) > 6.0 km; Distance 390.61 km (P-Kharadi to A-Vejalpur) > 6.0 km; Distance 10.87 km (A-Gota to A-Vejalpur) > 6.0 km; Distance 6.23 km (A-Bopal to A-Vejalpur) > 6.0 km; Price 31.5 outside [82.80, 193.20]; Distance 108.55 km (B-Makarpura to A-Vejalpur) > 6.0 km; Distance 11.10 km (A-Vatva to A-Vejalpur) > 6.0 km; Price 31.5 outside [39.60, 92.40]"
4-suramya-duplex-ghodasar-aug24_360,"Distance 505.73 km (P-Sus to A-Ghodasar) > 6.0 km; Price 55.0 outside [19.80, 46.20]; Distance 18.00 km (A-Zundal to A-Ghodasar) > 6.0 km; Distance 16.86 km (A-Bopal to A-Ghodasar) > 6.0 km; Distance 15.84 km (A-South Bopal to A-Ghodasar) > 6.0 km; Distance 385.04 km (P-Kharadi to A-Ghodasar) > 6.0 km; Distance 13.74 km (A-Ghatlodia to A-Ghodasar) > 6.0 km; Distance 520.17 km (P-Undri to A-Ghodasar) > 6.0 km; Distance 15.95 km (A-Gota to A-Ghodasar) > 6.0 km; Distance 32.63 km (G-Pethapur to A-Ghodasar) > 6.0 km; Distance 11.06 km (A-Naroda to A-Ghodasar) > 6.0 km; Distance 9.18 km (A-Shahibaug to A-Ghodasar) > 6.0 km; Distance 11.70 km (A-Satellite to A-Ghodasar) > 6.0 km; Price 55.0 outside [10.80, 25.20]; Distance 518.24 km (P-Kondhwa to A-Ghodasar) > 6.0 km; Distance 9.99 km (A-Nikol to A-Ghodasar) > 6.0 km; Distance 15.18 km (A-Chandkheda to A-Ghodasar) > 6.0 km; Distance 10.70 km (A-Vejalpur to A-Ghodasar) > 6.0 km; Distance 16.34 km (A-Vaishnodevi to A-Ghodasar) > 6.0 km; Distance 499.69 km (Pune-Thergaon to A-Ghodasar) > 6.0 km; Distance 505.15 km (P-Baner to A-Ghodasar) > 6.0 km; Distance 13.89 km (A-Chandlodia to A-Ghodasar) > 6.0 km; Price 55.0 outside [69.00, 161.00]; Distance 511.34 km (P-Bhugaon to A-Ghodasar) > 6.0 km; Distance 508.79 km (P-Wagholi to A-Ghodasar) > 6.0 km; Distance 14.45 km (A-Motera to A-Ghodasar) > 6.0 km; Price 55.0 outside [105.00, 245.00]; Distance 9.07 km (A-Ambawadi to A-Ghodasar) > 6.0 km; Price 55.0 outside [55.80, 130.20]; Price 55.0 outside [82.80, 193.20]; Distance 501.29 km (P-Hinjewadi to A-Ghodasar) > 6.0 km"
a-502-mahavir-hills-koba-feb25_791,"Distance 13.07 km (G-Pethapur to G-Koba) > 6.0 km; Price 51.0 outside [17.40, 40.60]; Distance 114.65 km (B-Makarpura to G-Koba) > 6.0 km; Distance 403.56 km (P-Kharadi to G-Koba) > 6.0 km; Price 51.0 outside [82.80, 193.20]; Price 51.0 outside [10.80, 25.20]; Distance 11.43 km (A-Shahibaug to G-Koba) > 6.0 km; Price 51.0 outside [87.00, 203.00]"
a-4-parth-apartment-usmanpura-feb25_751,"Price 43.0 outside [18.00, 42.00]; Distance 9.27 km (A-Vaishnodevi to A-Usmanpura) > 6.0 km; Distance 10.10 km (A-Vatva to A-Usmanpura) > 6.0 km; Distance 10.20 km (A-Nikol to A-Usmanpura) > 6.0 km; Distance 393.79 km (P-Kharadi to A-Usmanpura) > 6.0 km; Distance 108.80 km (B-Makarpura to A-Usmanpura) > 6.0 km; Distance 8.84 km (A-Naroda to A-Usmanpura) > 6.0 km; Distance 517.73 km (P-Wagholi to A-Usmanpura) > 6.0 km; Price 43.0 outside [82.80, 193.20]; Price 43.0 outside [17.40, 40.60]; Price 43.0 outside [45.00, 105.00]"
a-503-satya-2-chandkheda-sept24_797,"Price 85.0 outside [99.00, 231.00]; Distance 15.43 km (A-South Bopal to A-Chandkheda) > 6.0 km; Distance 8.09 km (A-Science City to A-Chandkheda) > 6.0 km; Price 85.0 outside [144.00, 336.00]; Distance 7.28 km (A-Naranpura to A-Chandkheda) > 6.0 km; Price 85.0 outside [90.00, 210.00]; Distance 6.01 km (A-Shahibaug to A-Chandkheda) > 6.0 km; Distance 13.83 km (A-Ambali to A-Chandkheda) > 6.0 km; Price 85.0 outside [105.00, 245.00]; Distance 10.02 km (A-Nava Naroda to A-Chandkheda) > 6.0 km; Price 85.0 outside [17.40, 40.60]; Price 85.0 outside [31.80, 74.20]; Distance 11.15 km (A-Satellite to A-Chandkheda) > 6.0 km; Distance 113.68 km (B-Makarpura to A-Chandkheda) > 6.0 km; Distance 10.91 km (A-Nikol to A-Chandkheda) > 6.0 km; Distance 12.35 km (A-Vasna to A-Chandkheda) > 6.0 km; Distance 400.23 km (P-Kharadi to A-Chandkheda) > 6.0 km; Price 85.0 outside [117.00, 273.00]; Price 85.0 outside [99.60, 232.40]; Price 85.0 outside [234.00, 546.00]"
a-103-maighar-residency-bopal-oct24_614,"Distance 394.88 km (P-Kharadi to A-Bopal) > 6.0 km; Price 60.0 outside [17.40, 40.60]; Price 60.0 outside [72.00, 168.00]; Price 60.0 outside [99.00, 231.00]; Distance 6.93 km (A-Science City to A-Bopal) > 6.0 km; Price 60.0 outside [105.00, 245.00]; Price 60.0 outside [144.00, 336.00]; Price 60.0 outside [82.80, 193.20]; Distance 9.09 km (A-Vasna to A-Bopal) > 6.0 km; Distance 10.91 km (A-Gota to A-Bopal) > 6.0 km; Distance 21.82 km (A-Nava Naroda to A-Bopal) > 6.0 km; Distance 114.38 km (B-Makarpura to A-Bopal) > 6.0 km; Distance 9.07 km (A-Naranpura to A-Bopal) > 6.0 km; Distance 14.00 km (A-Sabarmati to A-Bopal) > 6.0 km; Distance 16.56 km (A-Zundal to A-Bopal) > 6.0 km; Price 60.0 outside [234.00, 546.00]; Distance 13.81 km (A-Shahibaug to A-Bopal) > 6.0 km"
a-103-gokulbaug-flat-kudasan-jan25_612,"Price 80.0 outside [82.80, 193.20]; Distance 10.16 km (G-Pethapur to G-Kudasan) > 6.0 km; Price 80.0 outside [87.00, 203.00]; Price 80.0 outside [10.80, 25.20]; Distance 117.81 km (B-Makarpura to G-Kudasan) > 6.0 km; Price 80.0 outside [17.40, 40.60]; Distance 406.88 km (P-Kharadi to G-Kudasan) > 6.0 km; Price 80.0 outside [33.60, 78.40]"
m-1-104-shree-thakornath-residency-dahegam-oct24_1693,"Price 16.5 outside [49.20, 114.80]; Price 16.5 outside [17.40, 40.60]; Price 16.5 outside [39.60, 92.40]; Price 16.5 outside [21.60, 50.40]; Price 16.5 outside [87.00, 203.00]; Distance 19.49 km (A-Nikol to G-Dahegam) > 6.0 km; Distance 30.02 km (A-Vatva to G-Dahegam) > 6.0 km; Price 16.5 outside [43.20, 100.80]; Distance 96.69 km (B-Chhani to G-Dahegam) > 6.0 km; Price 16.5 outside [82.80, 193.20]; Price 16.5 outside [18.00, 42.00]; Price 16.5 outside [45.00, 105.00]; Distance 13.75 km (A-Gift City to G-Dahegam) > 6.0 km; Distance 109.19 km (B-Makarpura to G-Dahegam) > 6.0 km; Distance 19.50 km (A-Naroda to G-Dahegam) > 6.0 km; Distance 524.55 km (P-Pashan to G-Dahegam) > 6.0 km; Distance 524.39 km (P-Wagholi to G-Dahegam) > 6.0 km; Distance 402.61 km (P-Kharadi to G-Dahegam) > 6.0 km"
"b-110-the-landmark-kudasan-oct24,_924","Price 110.00000000000001 outside [21.00, 49.00]; Price 110.00000000000001 outside [43.20, 100.80]; Property_Type mismatch: Residential != Commercial"
3-silver-stone-35-vavol-may35_271,"Price 51.0 outside [57.60, 134.40]; Distance 23.00 km (A-Vastrapur to G-Vavol) > 6.0 km; Distance 523.82 km (P-Punewalu to G-Vavol) > 6.0 km; Distance 16.12 km (A-Gota to G-Vavol) > 6.0 km; Price 51.0 outside [75.60, 176.40]; Distance 13.47 km (A-Chandkheda to G-Vavol) > 6.0 km; Price 51.0 outside [114.00, 266.00]; Property_Type mismatch: Commercial != Residential; Distance 30.08 km (A-Shela to G-Vavol) > 6.0 km; Distance 26.80 km (A-Bopal to G-Vavol) > 6.0 km; Price 51.0 outside [129.00, 301.00]; Price 51.0 outside [223.20, 520.80]; Distance 36.07 km (A-Sanand to G-Vavol) > 6.0 km; Distance 7.60 km (G-Raysan to G-Vavol) > 6.0 km; Distance 530.22 km (P-Balewadi to G-Vavol) > 6.0 km; Distance 8.62 km (A-Gift City to G-Vavol) > 6.0 km; Price 51.0 outside [21.00, 49.00]; Price 51.0 outside [66.00, 154.00]; Distance 20.08 km (A-Nikol to G-Vavol) > 6.0 km; Distance 412.09 km (P-Kharadi to G-Vavol) > 6.0 km; Distance 24.55 km (A-Shilaj to G-Vavol) > 6.0 km; Distance 20.92 km (A-Bhadaj to G-Vavol) > 6.0 km; Distance 21.25 km (A-Memnagar to G-Vavol) > 6.0 km; Price 51.0 outside [87.00, 203.00]; Price 51.0 outside [60.00, 140.00]; Price 51.0 outside [83.40, 194.60]; Price 51.0 outside [57.00, 133.00]; Price 51.0 outside [5640000.00, 13160000.00]; Price 51.0 outside [115.80, 270.20]; Price 51.0 outside [84.00, 196.00]"
113-114-shilp-arcade-bapunagar-sep24_80,"Distance 7.14 km (A-Navrangpura to A-Bapunagar) > 6.0 km; Distance 7.57 km (A-Paldi to A-Bapunagar) > 6.0 km; Price 140.0 outside [30.00, 70.00]; Price 140.0 outside [18.00, 42.00]"
a-218-sun-south-street-south-bopal-dec24_692,"Price 38.0 outside [15.60, 36.40]; Distance 17.22 km (A-Amraiwadi to A-South Bopal) > 6.0 km; Price 38.0 outside [42.00, 98.00]"
a-1002-synergy-building-by-goyal-satellite-oct24_595,"Distance 6.16 km (A-Sarkhej to A-Satellite) > 6.0 km; Distance 513.53 km (P-Baner to A-Satellite) > 6.0 km; Price 47.0 outside [15.60, 36.40]; Price 47.0 outside [18.00, 42.00]; Price 47.0 outside [49.50, 115.50]; Price 47.0 outside [58800.00, 137200.00]; Price 47.0 outside [66.00, 154.00]; Distance 12.50 km (A-Amraiwadi to A-Satellite) > 6.0 km; Price 47.0 outside [1.44, 3.36]"
ff-155-pramukh-anand-orbit-mall-kudasan-oct24_1546,"Price 100.0 outside [33.00, 77.00]; Distance 522.44 km (P-Wakad to G-Kudasan) > 6.0 km; Price 100.0 outside [24.00, 56.00]; Distance 24.65 km (A-Makarba to G-Kudasan) > 6.0 km; Price 100.0 outside [15.60, 36.40]; Property_Type mismatch: Residential != Commercial; Price 100.0 outside [18.00, 42.00]; Distance 20.00 km (A-Amraiwadi to G-Kudasan) > 6.0 km"
c-1-shrinathji-apartment-ambawadi-jan24_1183,"Distance 9.79 km (A-Amraiwadi to A-Ambawadi) > 6.0 km; Price 63.0 outside [15.60, 36.40]; Price 63.0 outside [18.00, 42.00]"
e-702-savvy-swaraj-phase-2-gota-oct24_1477,"Price 60.0 outside [24.00, 56.00]; Distance 524.38 km (P-Wagholi to A-Gota) > 6.0 km; Distance 516.70 km (P-Hinjewadi to A-Gota) > 6.0 km; Price 60.0 outside [14.40, 33.60]; Distance 10.91 km (A-Bopal to A-Gota) > 6.0 km; Distance 514.65 km (P-Pimpari to A-Gota) > 6.0 km; Price 60.0 outside [72.00, 168.00]; Distance 12.02 km (A-Ghuma to A-Gota) > 6.0 km; Distance 6.37 km (A-Motera to A-Gota) > 6.0 km; Distance 7.56 km (A-Bodakdev to A-Gota) > 6.0 km; Distance 10.87 km (A-Vejalpur to A-Gota) > 6.0 km; Price 60.0 outside [63.00, 147.00]; Price 60.0 outside [25.20, 58.80]; Price 60.0 outside [75.00, 175.00]; Price 60.0 outside [69.00, 161.00]; Distance 8.78 km (A-Ambawadi to A-Gota) > 6.0 km; Distance 23.43 km (A-Changodar to A-Gota) > 6.0 km; Distance 521.16 km (P-Sus to A-Gota) > 6.0 km; Distance 8.36 km (A-Adalaj to A-Gota) > 6.0 km; Price 60.0 outside [79.80, 186.20]; Distance 15.05 km (A-Corporate CTM to A-Gota) > 6.0 km; Distance 520.59 km (P-Baner to A-Gota) > 6.0 km; Distance 12.11 km (A-Naroda to A-Gota) > 6.0 km; Distance 8.18 km (A-Vaishnodevi to A-Gota) > 6.0 km; Distance 515.14 km (Pune-Thergaon to A-Gota) > 6.0 km; Price 60.0 outside [22.80, 53.20]; Price 60.0 outside [66.60, 155.40]; Distance 533.75 km (P-Kondhwa to A-Gota) > 6.0 km"
c-1106-dholeswar-residancy-ghuma-oct24_1210,"Price 62.0 outside [24.00, 56.00]; Price 62.0 outside [14.40, 33.60]; Distance 17.49 km (A-Motera to A-Ghuma) > 6.0 km; Price 62.0 outside [79.80, 186.20]; Distance 12.02 km (A-Gota to A-Ghuma) > 6.0 km; Distance 515.24 km (P-Baner to A-Ghuma) > 6.0 km; Price 62.0 outside [75.00, 175.00]; Price 62.0 outside [69.00, 161.00]; Price 62.0 outside [22.80, 53.20]; Distance 519.47 km (P-Wagholi to A-Ghuma) > 6.0 km; Distance 16.15 km (A-Chandkheda to A-Ghuma) > 6.0 km; Distance 6.13 km (A-Bodakdev to A-Ghuma) > 6.0 km; Price 62.0 outside [25.20, 58.80]; Distance 12.97 km (A-New Ranip to A-Ghuma) > 6.0 km; Distance 21.00 km (A-Naroda to A-Ghuma) > 6.0 km; Price 62.0 outside [72.00, 168.00]; Distance 515.75 km (P-Sus to A-Ghuma) > 6.0 km; Price 62.0 outside [66.60, 155.40]; Distance 528.58 km (P-Kondhwa to A-Ghuma) > 6.0 km; Distance 12.91 km (A-Changodar to A-Ghuma) > 6.0 km; Distance 18.75 km (A-Corporate CTM to A-Ghuma) > 6.0 km; Distance 511.29 km (P-Hinjewadi to A-Ghuma) > 6.0 km; Distance 9.27 km (A-Ambawadi to A-Ghuma) > 6.0 km; Distance 17.67 km (A-Zundal to A-Ghuma) > 6.0 km; Distance 7.01 km (A-Vejalpur to A-Ghuma) > 6.0 km; Distance 11.26 km (A-Chandlodia to A-Ghuma) > 6.0 km; Distance 509.82 km (Pune-Thergaon to A-Ghuma) > 6.0 km; Distance 20.11 km (A-Adalaj to A-Ghuma) > 6.0 km"
a-504-r-k-sandipni-studio-aug24_800,"Price 35.0 outside [49.80, 116.20]; Price 35.0 outside [45.00, 105.00]; Price 35.0 outside [14.40, 33.60]; Distance 18.97 km (A-Naroda to A-Shilaj) > 6.0 km; Price 35.0 outside [69.00, 161.00]; Distance 13.29 km (A-Chandkheda to A-Shilaj) > 6.0 km; Distance 512.17 km (Pune-Thergaon to A-Shilaj) > 6.0 km; Price 35.0 outside [55.80, 130.20]; Distance 7.37 km (A-Vejalpur to A-Shilaj) > 6.0 km; Distance 8.94 km (A-Gota to A-Shilaj) > 6.0 km; Distance 10.14 km (A-New Ranip to A-Shilaj) > 6.0 km; Price 35.0 outside [66.60, 155.40]; Price 35.0 outside [75.00, 175.00]; Distance 21.19 km (A-Vastral to A-Shilaj) > 6.0 km; Distance 14.78 km (A-Motera to A-Shilaj) > 6.0 km; Distance 513.66 km (P-Hinjewadi to A-Shilaj) > 6.0 km; Price 35.0 outside [42.00, 98.00]; Distance 18.02 km (A-Corporate CTM to A-Shilaj) > 6.0 km; Distance 14.58 km (A-Zundal to A-Shilaj) > 6.0 km; Distance 16.07 km (A-Changodar to A-Shilaj) > 6.0 km; Distance 521.73 km (P-Wagholi to A-Shilaj) > 6.0 km; Distance 530.90 km (P-Kondhwa to A-Shilaj) > 6.0 km; Distance 16.86 km (A-Adalaj to A-Shilaj) > 6.0 km; Distance 517.60 km (P-Baner to A-Shilaj) > 6.0 km; Price 35.0 outside [38.40, 89.60]; Distance 518.12 km (P-Sus to A-Shilaj) > 6.0 km; Price 35.0 outside [54.00, 126.00]; Distance 8.50 km (A-Chandlodia to A-Shilaj) > 6.0 km; Price 35.0 outside [48.00, 112.00]; Price 35.0 outside [36.00, 84.00]; Distance 21.49 km (A-Vinzol to A-Shilaj) > 6.0 km; Distance 8.46 km (A-Ambawadi to A-Shilaj) > 6.0 km; Price 35.0 outside [37.20, 86.80]; Price 35.0 outside [39.00, 91.00]; Price 35.0 outside [79.80, 186.20]"
n-1202-parishkar-1-khokhra-dec24_1707,"Distance 504.06 km (P-Hinjewadi to A-Khokhra) > 6.0 km; Price 70.0 outside [75.00, 175.00]; Distance 18.73 km (A-Adalaj to A-Khokhra) > 6.0 km; Distance 13.64 km (A-Gota to A-Khokhra) > 6.0 km; Distance 21.23 km (A-Changodar to A-Khokhra) > 6.0 km; Distance 11.83 km (A-New Ranip to A-Khokhra) > 6.0 km; Price 70.0 outside [14.40, 33.60]; Distance 11.57 km (A-Motera to A-Khokhra) > 6.0 km; Distance 502.45 km (Pune-Thergaon to A-Khokhra) > 6.0 km; Distance 15.20 km (A-Zundal to A-Khokhra) > 6.0 km; Price 70.0 outside [79.80, 186.20]; Distance 15.31 km (A-Vaishnodevi to A-Khokhra) > 6.0 km; Distance 16.30 km (A-Bopal to A-Khokhra) > 6.0 km; Distance 520.99 km (P-Kondhwa to A-Khokhra) > 6.0 km; Price 70.0 outside [28.20, 65.80]; Price 70.0 outside [25.20, 58.80]; Distance 508.50 km (P-Sus to A-Khokhra) > 6.0 km; Distance 511.51 km (P-Wagholi to A-Khokhra) > 6.0 km; Price 70.0 outside [72.00, 168.00]; Price 70.0 outside [210.00, 490.00]; Distance 576.65 km (P-Kawade to A-Khokhra) > 6.0 km; Distance 8.10 km (A-Ambawadi to A-Khokhra) > 6.0 km; Distance 507.91 km (P-Baner to A-Khokhra) > 6.0 km; Price 70.0 outside [24.00, 56.00]; Distance 17.28 km (A-Ghuma to A-Khokhra) > 6.0 km; Distance 501.92 km (P-Pimpari to A-Khokhra) > 6.0 km; Distance 11.69 km (A-Bodakdev to A-Khokhra) > 6.0 km; Distance 12.42 km (A-Chandkheda to A-Khokhra) > 6.0 km; Distance 8.22 km (A-Naroda to A-Khokhra) > 6.0 km"
g-901-ashray-10-new-ranip-sept24_1581,"Distance 515.35 km (P-Hinjewadi to A-New Ranip) > 6.0 km; Distance 522.96 km (P-Wagholi to A-New Ranip) > 6.0 km; Price 65.0 outside [210.00, 490.00]; Price 65.0 outside [75.00, 175.00]; Distance 10.03 km (A-Naroda to A-New Ranip) > 6.0 km; Distance 11.81 km (A-Bopal to A-New Ranip) > 6.0 km; Price 65.0 outside [72.00, 168.00]; Price 65.0 outside [22.80, 53.20]; Distance 532.36 km (P-Kondhwa to A-New Ranip) > 6.0 km; Distance 519.80 km (P-Sus to A-New Ranip) > 6.0 km; Distance 23.58 km (A-Changodar to A-New Ranip) > 6.0 km; Distance 513.27 km (P-Pimpari to A-New Ranip) > 6.0 km; Distance 13.19 km (A-Corporate CTM to A-New Ranip) > 6.0 km; Distance 9.22 km (A-Vaishnodevi to A-New Ranip) > 6.0 km; Distance 8.49 km (A-Adalaj to A-New Ranip) > 6.0 km; Distance 7.74 km (A-Bodakdev to A-New Ranip) > 6.0 km; Distance 519.23 km (P-Baner to A-New Ranip) > 6.0 km; Price 65.0 outside [14.40, 33.60]; Distance 12.97 km (A-Ghuma to A-New Ranip) > 6.0 km; Price 65.0 outside [24.00, 56.00]; Distance 8.02 km (A-Ambawadi to A-New Ranip) > 6.0 km; Price 65.0 outside [79.80, 186.20]; Distance 588.31 km (P-Kawade to A-New Ranip) > 6.0 km; Price 65.0 outside [66.60, 155.40]; Price 65.0 outside [25.20, 58.80]; Distance 513.77 km (Pune-Thergaon to A-New Ranip) > 6.0 km; Price 65.0 outside [69.00, 161.00]"
c-502-om-avenue-sanand-feb25_1295,"Distance 20.04 km (A-Chandlodia to A-Sanand) > 6.0 km; Price 37.0 outside [45.00, 105.00]; Price 37.0 outside [79.80, 186.20]; Distance 29.53 km (A-Naroda to A-Sanand) > 6.0 km; Price 37.0 outside [69.00, 161.00]; Price 37.0 outside [37.20, 86.80]; Distance 29.56 km (A-Vastral to A-Sanand) > 6.0 km; Price 37.0 outside [49.80, 116.20]; Distance 17.29 km (A-Ambawadi to A-Sanand) > 6.0 km; Price 37.0 outside [42.00, 98.00]; Distance 517.97 km (P-Wagholi to A-Sanand) > 6.0 km; Distance 21.74 km (A-New Ranip to A-Sanand) > 6.0 km; Distance 9.96 km (A-Bopal to A-Sanand) > 6.0 km; Distance 14.72 km (A-Bodakdev to A-Sanand) > 6.0 km; Price 37.0 outside [54.00, 126.00]; Distance 14.32 km (A-Vejalpur to A-Sanand) > 6.0 km; Price 37.0 outside [48.00, 112.00]; Distance 10.40 km (A-Changodar to A-Sanand) > 6.0 km; Price 37.0 outside [39.00, 91.00]; Distance 26.31 km (A-Zundal to A-Sanand) > 6.0 km; Distance 28.49 km (A-Adalaj to A-Sanand) > 6.0 km; Price 37.0 outside [14.40, 33.60]; Distance 509.38 km (P-Hinjewadi to A-Sanand) > 6.0 km; Price 37.0 outside [75.00, 175.00]; Distance 26.28 km (A-Motera to A-Sanand) > 6.0 km; Distance 507.98 km (Pune-Thergaon to A-Sanand) > 6.0 km; Price 37.0 outside [66.60, 155.40]; Distance 526.86 km (P-Kondhwa to A-Sanand) > 6.0 km; Distance 513.85 km (P-Sus to A-Sanand) > 6.0 km; Distance 24.91 km (A-Chandkheda to A-Sanand) > 6.0 km; Distance 513.39 km (P-Baner to A-Sanand) > 6.0 km; Price 37.0 outside [38.40, 89.60]; Distance 20.67 km (A-Gota to A-Sanand) > 6.0 km; Distance 26.08 km (A-Corporate CTM to A-Sanand) > 6.0 km; Distance 14.99 km (A-Satellite to A-Sanand) > 6.0 km; Price 37.0 outside [55.80, 130.20]; Distance 12.54 km (A-Vaishnodevi to A-Sanand) > 6.0 km"
a-304-silver-casa-theltej-sep24_735,"Price 68.0 outside [28.20, 65.80]; Distance 12.66 km (A-Zundal to A-Thaltej) > 6.0 km; Distance 7.08 km (A-Gota to A-Thaltej) > 6.0 km; Distance 18.05 km (A-Vastral to A-Thaltej) > 6.0 km; Distance 516.74 km (P-Sus to A-Thaltej) > 6.0 km; Distance 510.31 km (P-Pimpari to A-Thaltej) > 6.0 km; Distance 15.41 km (A-Adalaj to A-Thaltej) > 6.0 km; Distance 12.23 km (A-Motera to A-Thaltej) > 6.0 km; Distance 510.77 km (Pune-Thergaon to A-Thaltej) > 6.0 km; Distance 15.94 km (A-Naroda to A-Thaltej) > 6.0 km; Price 68.0 outside [24.00, 56.00]; Price 68.0 outside [69.00, 161.00]; Distance 516.21 km (P-Baner to A-Thaltej) > 6.0 km; Price 68.0 outside [14.40, 33.60]; Distance 14.93 km (A-Corporate CTM to A-Thaltej) > 6.0 km; Price 68.0 outside [22.80, 53.20]; Distance 17.49 km (A-Nikol to A-Thaltej) > 6.0 km; Distance 7.76 km (A-New Ranip to A-Thaltej) > 6.0 km; Distance 520.23 km (P-Wagholi to A-Thaltej) > 6.0 km; Distance 512.29 km (P-Hinjewadi to A-Thaltej) > 6.0 km; Distance 16.48 km (A-Changodar to A-Thaltej) > 6.0 km; Distance 529.46 km (P-Kondhwa to A-Thaltej) > 6.0 km; Price 68.0 outside [25.20, 58.80]; Distance 10.94 km (A-Chandkheda to A-Thaltej) > 6.0 km; Distance 6.04 km (A-Chandlodia to A-Thaltej) > 6.0 km; Price 68.0 outside [75.00, 175.00]; Price 68.0 outside [79.80, 186.20]"
d-604-vishnudhara-cross-road-gota-sep24_1415,"Distance 524.38 km (P-Wagholi to A-Gota) > 6.0 km; Price 75.0 outside [24.00, 56.00]; Distance 516.70 km (P-Hinjewadi to A-Gota) > 6.0 km; Price 75.0 outside [28.20, 65.80]; Distance 10.91 km (A-Bopal to A-Gota) > 6.0 km; Distance 514.65 km (P-Pimpari to A-Gota) > 6.0 km; Price 75.0 outside [25.20, 58.80]; Distance 12.02 km (A-Ghuma to A-Gota) > 6.0 km; Price 75.0 outside [210.00, 490.00]; Distance 6.37 km (A-Motera to A-Gota) > 6.0 km; Distance 589.87 km (P-Kawade to A-Gota) > 6.0 km; Price 75.0 outside [30.00, 70.00]; Distance 7.56 km (A-Bodakdev to A-Gota) > 6.0 km; Distance 10.87 km (A-Vejalpur to A-Gota) > 6.0 km; Distance 8.78 km (A-Ambawadi to A-Gota) > 6.0 km; Distance 23.43 km (A-Changodar to A-Gota) > 6.0 km; Distance 521.16 km (P-Sus to A-Gota) > 6.0 km; Price 75.0 outside [14.40, 33.60]; Distance 8.36 km (A-Adalaj to A-Gota) > 6.0 km; Distance 15.05 km (A-Corporate CTM to A-Gota) > 6.0 km; Price 75.0 outside [22.80, 53.20]; Distance 520.59 km (P-Baner to A-Gota) > 6.0 km; Distance 8.18 km (A-Vaishnodevi to A-Gota) > 6.0 km; Distance 515.14 km (Pune-Thergaon to A-Gota) > 6.0 km; Distance 12.11 km (A-Naroda to A-Gota) > 6.0 km; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Distance 533.75 km (P-Kondhwa to A-Gota) > 6.0 km; Price 75.0 outside [79.80, 186.20]"
