active_property_index,active_location,active_bhk,active_price_lakhs,active_area_sqft,expired_property_index,expired_location,expired_bhk,expired_price_lakhs,expired_area_sqft,days_since_expiry,similarity_score,final_score,price_difference_pct,urgency_level,suggested_message
2173,G-Sector 7B,2.0,68.0,1000.0,2289,G-Sector 29,2.0,60.0,1215.0,87.0,0.8971,1.0101,11.76,Medium,Hi! We're receiving active inquiries for a 2BHK property in G-Sector 7B at a slightly lower price (₹60.0L vs ₹68.0L). This is very similar to your 2BHK property in G-Sector 29. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2173,G-Sector 7B,2.0,68.0,1000.0,1852,G-Randheja,3.0,65.0,1575.0,137.0,0.8443,0.9443,4.41,Low,Hi! We're receiving active inquiries for a 2BHK property in G-Sector 7B at a very similar price point (₹65.0L). This is very similar to your 3BHK property in G-Randheja. Would you like to renew your package to capture these leads?
2173,G-Sector 7B,2.0,68.0,1000.0,1936,G-Kudasan,2.0,60.0,1557.0,75.0,0.8732,0.8982,11.76,Medium,Hi! We're receiving active inquiries for a 2BHK property in G-Sector 7B at a slightly lower price (₹60.0L vs ₹68.0L). This is very similar to your 2BHK property in G-Kudasan. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2173,G-Sector 7B,2.0,68.0,1000.0,1054,G-Sargasan,2.0,67.0,1233.0,91.0,0.816,0.825,1.47,Low,Hi! We're receiving active inquiries for a 2BHK property in G-Sector 7B at a very similar price point (₹67.0L). This is very similar to your 2BHK property in G-Sargasan. Would you like to renew your package to capture these leads?
2173,G-Sector 7B,2.0,68.0,1000.0,2197,A-New Ranip,3.0,84.5,704.0,87.0,0.782,0.795,24.26,Medium,Hi! We're receiving active inquiries for a 2BHK property in G-Sector 7B at a premium price (₹84.5L vs ₹68.0L). This is very similar to your 3BHK property in A-New Ranip. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2000,A-Gota,1.0,32.0,441.0,1720,A-Gota,1.0,33.0,792.0,42.0,0.8311,0.9891,3.12,Medium,Hi! We're receiving active inquiries for a 1BHK property in A-Gota at a very similar price point (₹33.0L). This is very similar to your 1BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2000,A-Gota,1.0,32.0,441.0,1837,A-Gota,1.0,35.0,750.0,148.0,0.8691,0.9691,9.38,Low,Hi! We're receiving active inquiries for a 1BHK property in A-Gota at a very similar price point (₹35.0L). This is very similar to your 1BHK property in A-Gota. Would you like to renew your package to capture these leads?
2000,A-Gota,1.0,32.0,441.0,358,A-Gota,1.0,24.0,405.0,207.0,0.8491,0.9491,25.0,Low,Hi! We're receiving active inquiries for a 1BHK property in A-Gota at a slightly lower price (₹24.0L vs ₹32.0L). This is very similar to your 1BHK property in A-Gota. Would you like to renew your package to capture these leads?
2000,A-Gota,1.0,32.0,441.0,1328,A-Gota,1.0,34.0,819.0,207.0,0.8473,0.9473,6.25,Low,Hi! We're receiving active inquiries for a 1BHK property in A-Gota at a very similar price point (₹34.0L). This is very similar to your 1BHK property in A-Gota. Would you like to renew your package to capture these leads?
2000,A-Gota,1.0,32.0,441.0,1040,A-narol,2.0,30.0,900.0,219.0,0.8615,0.8615,6.25,Low,Hi! We're receiving active inquiries for a 1BHK property in A-Gota at a very similar price point (₹30.0L). This is very similar to your 2BHK property in A-narol. Would you like to renew your package to capture these leads?
1035,A-Adalaj,3.0,85.0,1890.0,2248,A-Gurukul ,3.0,90.0,1215.0,140.0,0.8876,0.9876,5.88,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Adalaj at a very similar price point (₹90.0L). This is very similar to your 3BHK property in A-Gurukul . Would you like to renew your package to capture these leads?
1035,A-Adalaj,3.0,85.0,1890.0,384,A-Navrangpura,3.0,80.0,900.0,270.0,0.8539,0.9539,5.88,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Adalaj at a very similar price point (₹80.0L). This is very similar to your 3BHK property in A-Navrangpura. Would you like to renew your package to capture these leads?
1693,A-Nikol,3.0,82.0,2097.0,2207,A-Maninagar,3.0,76.3,763.0,44.0,0.8987,0.9547,6.95,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Nikol at a very similar price point (₹76.3L). This is very similar to your 3BHK property in A-Maninagar. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1693,A-Nikol,3.0,82.0,2097.0,975,A-Gota,3.0,85.0,1665.0,27.0,0.8574,0.9304,3.66,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Nikol at a very similar price point (₹85.0L). This is very similar to your 3BHK property in A-Gota. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1693,A-Nikol,3.0,82.0,2097.0,1052,A-Satellite,3.0,90.0,1845.0,39.0,0.863,0.924,9.76,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Nikol at a very similar price point (₹90.0L). This is very similar to your 3BHK property in A-Satellite. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1493,A-South Bopal,2.0,53.0,1044.0,791,A-Bopal,3.0,60.0,1521.0,120.0,0.9869,1.0869,13.21,Low,Hi! We're receiving active inquiries for a 2BHK property in A-South Bopal at a premium price (₹60.0L vs ₹53.0L). This is very similar to your 3BHK property in A-Bopal. Would you like to renew your package to capture these leads?
1493,A-South Bopal,2.0,53.0,1044.0,1407,A-Bopal,2.0,41.0,1071.0,115.0,0.9248,1.0248,22.64,Low,Hi! We're receiving active inquiries for a 2BHK property in A-South Bopal at a slightly lower price (₹41.0L vs ₹53.0L). This is very similar to your 2BHK property in A-Bopal. Would you like to renew your package to capture these leads?
1493,A-South Bopal,2.0,53.0,1044.0,906,A-Bopal,3.0,63.0,1530.0,34.0,0.8547,1.0207,18.87,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-South Bopal at a premium price (₹63.0L vs ₹53.0L). This is very similar to your 3BHK property in A-Bopal. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1493,A-South Bopal,2.0,53.0,1044.0,753,A-Bopal,2.0,55.0,864.0,174.0,0.9109,1.0109,3.77,Low,Hi! We're receiving active inquiries for a 2BHK property in A-South Bopal at a very similar price point (₹55.0L). This is very similar to your 2BHK property in A-Bopal. Would you like to renew your package to capture these leads?
1493,A-South Bopal,2.0,53.0,1044.0,1733,A-Bopal,3.0,52.0,775.0,287.0,0.8818,0.9818,1.89,Low,Hi! We're receiving active inquiries for a 2BHK property in A-South Bopal at a very similar price point (₹52.0L). This is very similar to your 3BHK property in A-Bopal. Would you like to renew your package to capture these leads?
1798,P-Kharadi,3.0,190.0,1350.0,811,A-Bodakdev,3.0,225.0,2580.0,118.0,0.8047,0.8047,18.42,Low,Hi! We're receiving active inquiries for a 3BHK property in P-Kharadi at a premium price (₹225.0L vs ₹190.0L). This is very similar to your 3BHK property in A-Bodakdev. Would you like to renew your package to capture these leads?
1798,P-Kharadi,3.0,190.0,1350.0,770,A-Motera,3.0,200.0,2520.0,55.0,0.7057,0.7507,5.26,Medium,Hi! We're receiving active inquiries for a 3BHK property in P-Kharadi at a very similar price point (₹200.0L). This is very similar to your 3BHK property in A-Motera. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
995,A-Amraiwadi,1.0,41.5,250.0,1677,A-Ghodasar,1.0,32.0,693.0,34.0,0.8155,0.9815,22.89,Medium,Hi! We're receiving active inquiries for a 1BHK property in A-Amraiwadi at a slightly lower price (₹32.0L vs ₹41.5L). This is very similar to your 1BHK property in A-Ghodasar. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1468,A-Naroda,3.0,225.0,1980.0,1781,A-Naroda,3.0,250.0,2000.0,55.0,0.8316,0.9766,11.11,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a premium price (₹250.0L vs ₹225.0L). This is very similar to your 3BHK property in A-Naroda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1847,A-Ghodasar,5.0,335.0,2484.0,1174,A-kankaria,5.0,385.0,3465.0,87.0,0.8313,0.9443,14.93,Medium,Hi! We're receiving active inquiries for a 5BHK property in A-Ghodasar at a premium price (₹385.0L vs ₹335.0L). This is very similar to your 5BHK property in A-kankaria. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
372,A-Bopal,2.0,60.0,1305.0,1491,A-Bopal,2.0,55.0,1143.0,39.0,0.893,1.054,8.33,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Bopal at a very similar price point (₹55.0L). This is very similar to your 2BHK property in A-Bopal. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
372,A-Bopal,2.0,60.0,1305.0,1529,A-Bopal,2.0,55.0,1170.0,328.0,0.8199,0.9199,8.33,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Bopal at a very similar price point (₹55.0L). This is very similar to your 2BHK property in A-Bopal. Would you like to renew your package to capture these leads?
1312,A-New Ranip,2.0,46.0,1053.0,2076,A-Nirnaynagar,2.0,45.0,900.0,2.0,0.8549,1.0529,2.17,High,"Hi! We're receiving active inquiries for a 2BHK property in A-New Ranip at a very similar price point (₹45.0L). This is very similar to your 2BHK property in A-Nirnaynagar. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1312,A-New Ranip,2.0,46.0,1053.0,1301,A-Chandlodia,2.0,50.5,1260.0,49.0,0.894,1.045,9.78,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-New Ranip at a very similar price point (₹50.5L). This is very similar to your 2BHK property in A-Chandlodia. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1312,A-New Ranip,2.0,46.0,1053.0,1791,A-New Ranip,2.0,55.0,1080.0,40.0,0.8797,1.0397,19.57,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-New Ranip at a premium price (₹55.0L vs ₹46.0L). This is very similar to your 2BHK property in A-New Ranip. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1312,A-New Ranip,2.0,46.0,1053.0,1815,A-Chandlodia,1.0,36.0,765.0,54.0,0.8594,1.0054,21.74,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-New Ranip at a slightly lower price (₹36.0L vs ₹46.0L). This is very similar to your 1BHK property in A-Chandlodia. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1312,A-New Ranip,2.0,46.0,1053.0,1945,A-New Ranip,2.0,49.0,1026.0,75.0,0.8713,0.9963,6.52,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-New Ranip at a very similar price point (₹49.0L). This is very similar to your 2BHK property in A-New Ranip. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
169,A-Naroda,3.0,120.0,516.0,2202,A-Naroda,3.0,135.0,3177.0,42.0,0.87,1.028,12.5,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a premium price (₹135.0L vs ₹120.0L). This is very similar to your 3BHK property in A-Naroda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
169,A-Naroda,3.0,120.0,516.0,799,A-Vinzol,3.0,100.0,775.0,19.0,0.932,1.013,16.67,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a slightly lower price (₹100.0L vs ₹120.0L). This is very similar to your 3BHK property in A-Vinzol. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
169,A-Naroda,3.0,120.0,516.0,956,A-Vinzol,3.0,115.99999999999999,775.0,19.0,0.8823,0.9633,3.33,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a very similar price point (₹116.0L). This is very similar to your 3BHK property in A-Vinzol. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
169,A-Naroda,3.0,120.0,516.0,1947,A-SG Highway,3.0,103.0,1207.0,109.0,0.9203,0.9203,14.17,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a slightly lower price (₹103.0L vs ₹120.0L). This is very similar to your 3BHK property in A-SG Highway. Would you like to renew your package to capture these leads?
169,A-Naroda,3.0,120.0,516.0,1681,A-SG Highway,3.0,146.0,1207.0,109.0,0.9203,0.9203,21.67,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Naroda at a premium price (₹146.0L vs ₹120.0L). This is very similar to your 3BHK property in A-SG Highway. Would you like to renew your package to capture these leads?
2210,A-Adalaj,3.0,51.0,428.0,696,A-Navrangpura,3.0,60.0,870.0,207.0,0.973,1.073,17.65,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Adalaj at a premium price (₹60.0L vs ₹51.0L). This is very similar to your 3BHK property in A-Navrangpura. Would you like to renew your package to capture these leads?
2210,A-Adalaj,3.0,51.0,428.0,254,A-Navrangpura,3.0,57.5,919.0,146.0,0.8852,0.9852,12.75,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Adalaj at a premium price (₹57.5L vs ₹51.0L). This is very similar to your 3BHK property in A-Navrangpura. Would you like to renew your package to capture these leads?
2210,A-Adalaj,3.0,51.0,428.0,1689,A-Adalaj,2.0,58.0,1143.0,82.0,0.852,0.97,13.73,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Adalaj at a premium price (₹58.0L vs ₹51.0L). This is very similar to your 2BHK property in A-Adalaj. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2210,A-Adalaj,3.0,51.0,428.0,680,A-Lambha,3.0,63.0,1215.0,9.0,0.874,0.965,23.53,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Adalaj at a premium price (₹63.0L vs ₹51.0L). This is very similar to your 3BHK property in A-Lambha. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
2210,A-Adalaj,3.0,51.0,428.0,73,A-Ranip,3.0,42.0,320.0,69.0,0.8719,0.9029,17.65,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Adalaj at a slightly lower price (₹42.0L vs ₹51.0L). This is very similar to your 3BHK property in A-Ranip. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2226,A-Chandkheda,3.0,54.0,665.0,2243,A-Chandkheda,3.0,67.0,550.0,113.0,0.903,1.003,24.07,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Chandkheda at a premium price (₹67.0L vs ₹54.0L). This is very similar to your 3BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
2226,A-Chandkheda,3.0,54.0,665.0,2015,A-Chandkheda,2.0,45.0,945.0,207.0,0.8761,0.9761,16.67,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Chandkheda at a slightly lower price (₹45.0L vs ₹54.0L). This is very similar to your 2BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
2226,A-Chandkheda,3.0,54.0,665.0,203,A-Chandkheda,3.0,42.0,453.0,215.0,0.8644,0.9644,22.22,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Chandkheda at a slightly lower price (₹42.0L vs ₹54.0L). This is very similar to your 3BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
2226,A-Chandkheda,3.0,54.0,665.0,1915,A-Chandkheda,3.0,67.5,675.0,293.0,0.862,0.962,25.0,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Chandkheda at a premium price (₹67.5L vs ₹54.0L). This is very similar to your 3BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
2226,A-Chandkheda,3.0,54.0,665.0,2084,A-New Maninagar ,3.0,44.0,1440.0,33.0,0.8414,0.9084,18.52,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Chandkheda at a slightly lower price (₹44.0L vs ₹54.0L). This is very similar to your 3BHK property in A-New Maninagar . There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
91,A-Navrangpura,1.0,35.0,1215.0,1813,A-Vasna ,1.0,30.0,720.0,134.0,0.8746,0.9746,14.29,Low,Hi! We're receiving active inquiries for a 1BHK property in A-Navrangpura at a slightly lower price (₹30.0L vs ₹35.0L). This is very similar to your 1BHK property in A-Vasna . Would you like to renew your package to capture these leads?
2063,A-Gota,2.0,60.0,1233.0,1836,A-Gota,2.0,60.0,1210.0,150.0,0.9276,1.0276,0.0,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a very similar price point (₹60.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
2063,A-Gota,2.0,60.0,1233.0,796,A-Gota,2.0,67.0,1260.0,203.0,0.9233,1.0233,11.67,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a premium price (₹67.0L vs ₹60.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
2063,A-Gota,2.0,60.0,1233.0,1759,A-Gota,3.0,75.0,1485.0,172.0,0.917,1.017,25.0,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a premium price (₹75.0L vs ₹60.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
2063,A-Gota,2.0,60.0,1233.0,1369,A-Gota,2.0,50.0,1080.0,107.0,0.8775,0.9775,16.67,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a slightly lower price (₹50.0L vs ₹60.0L). This is very similar to your 2BHK property in A-Gota. Would you like to renew your package to capture these leads?
2063,A-Gota,2.0,60.0,1233.0,1184,A-Ghuma,2.0,57.0,1260.0,120.0,0.9244,0.9244,5.0,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Gota at a very similar price point (₹57.0L). This is very similar to your 2BHK property in A-Ghuma. Would you like to renew your package to capture these leads?
1527,A-Vasna ,3.0,90.0,1215.0,1991,A-Adalaj,3.0,95.0,2025.0,218.0,0.8422,0.9422,5.56,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Vasna  at a very similar price point (₹95.0L). This is very similar to your 3BHK property in A-Adalaj. Would you like to renew your package to capture these leads?
1527,A-Vasna ,3.0,90.0,1215.0,1838,A-Vasna ,3.0,71.5,1300.0,236.0,0.8405,0.9405,20.56,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Vasna  at a slightly lower price (₹71.5L vs ₹90.0L). This is very similar to your 3BHK property in A-Vasna . Would you like to renew your package to capture these leads?
1527,A-Vasna ,3.0,90.0,1215.0,967,A-Vaishnodevi,2.0,70.0,1224.0,13.0,0.8381,0.9251,22.22,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Vasna  at a slightly lower price (₹70.0L vs ₹90.0L). This is very similar to your 2BHK property in A-Vaishnodevi. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1527,A-Vasna ,3.0,90.0,1215.0,1180,A-Gota,3.0,106.0,1.0,299.0,0.8482,0.8482,17.78,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Vasna  at a premium price (₹106.0L vs ₹90.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
1964,A-Ghatlodia,2.0,90.0,990.0,1620,A-Ghatlodia,2.0,70.0,990.0,47.0,0.8611,1.0141,22.22,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Ghatlodia at a slightly lower price (₹70.0L vs ₹90.0L). This is very similar to your 2BHK property in A-Ghatlodia. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
754,A-Naroda,4.0,77.0,1215.0,1809,A-Naroda,3.0,88.0,1872.0,37.0,0.8337,0.9967,14.29,Medium,Hi! We're receiving active inquiries for a 4BHK property in A-Naroda at a premium price (₹88.0L vs ₹77.0L). This is very similar to your 3BHK property in A-Naroda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
754,A-Naroda,4.0,77.0,1215.0,2194,A-Naroda,3.0,70.0,1485.0,266.0,0.8556,0.9556,9.09,Low,Hi! We're receiving active inquiries for a 4BHK property in A-Naroda at a very similar price point (₹70.0L). This is very similar to your 3BHK property in A-Naroda. Would you like to renew your package to capture these leads?
754,A-Naroda,4.0,77.0,1215.0,989,A-Changodar,3.0,58.0,1215.0,26.0,0.8428,0.9168,24.68,High,"Hi! We're receiving active inquiries for a 4BHK property in A-Naroda at a slightly lower price (₹58.0L vs ₹77.0L). This is very similar to your 3BHK property in A-Changodar. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
754,A-Naroda,4.0,77.0,1215.0,326,A-Saraspur,5.0,90.0,2160.0,251.0,0.8486,0.8486,16.88,Low,Hi! We're receiving active inquiries for a 4BHK property in A-Naroda at a premium price (₹90.0L vs ₹77.0L). This is very similar to your 5BHK property in A-Saraspur. Would you like to renew your package to capture these leads?
105,A-Naranpura,3.0,129.0,1388.0,2102,A-Naranpura,3.0,150.0,2700.0,148.0,0.8774,0.9774,16.28,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Naranpura at a premium price (₹150.0L vs ₹129.0L). This is very similar to your 3BHK property in A-Naranpura. Would you like to renew your package to capture these leads?
105,A-Naranpura,3.0,129.0,1388.0,81,A-Memnagar,3.0,125.0,1143.0,87.0,0.8546,0.9676,3.1,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Naranpura at a very similar price point (₹125.0L). This is very similar to your 3BHK property in A-Memnagar. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
105,A-Naranpura,3.0,129.0,1388.0,703,A-Naranpura,3.0,130.0,2160.0,264.0,0.8241,0.9241,0.78,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Naranpura at a very similar price point (₹130.0L). This is very similar to your 3BHK property in A-Naranpura. Would you like to renew your package to capture these leads?
105,A-Naranpura,3.0,129.0,1388.0,1412,A-Paldi,2.0,130.0,1370.0,165.0,0.8461,0.8461,0.78,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Naranpura at a very similar price point (₹130.0L). This is very similar to your 2BHK property in A-Paldi. Would you like to renew your package to capture these leads?
2003,A-Gota,3.0,114.99999999999999,1890.0,883,A-Gota,4.0,105.0,709.0,59.0,0.9004,1.0414,8.7,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹105.0L). This is very similar to your 4BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
2003,A-Gota,3.0,114.99999999999999,1890.0,1055,A-Gota,3.0,120.0,2205.0,142.0,0.8662,0.9662,4.35,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹120.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
2003,A-Gota,3.0,114.99999999999999,1890.0,1509,A-Gota,3.0,99.0,1729.0,100.0,0.8635,0.9635,13.91,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a slightly lower price (₹99.0L vs ₹115.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
2003,A-Gota,3.0,114.99999999999999,1890.0,968,A-Gota,3.0,105.0,1620.0,234.0,0.8391,0.9391,8.7,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹105.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
1364,A-Gota,3.0,88.0,1782.0,1113,A-Gota,3.0,89.0,1503.0,32.0,0.9991,1.1671,1.14,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹89.0L). This is very similar to your 3BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1364,A-Gota,3.0,88.0,1782.0,1441,A-Gota,3.0,91.0,1764.0,75.0,0.9209,1.0459,3.41,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹91.0L). This is very similar to your 3BHK property in A-Gota. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1364,A-Gota,3.0,88.0,1782.0,1947,A-SG Highway,3.0,103.0,1207.0,109.0,0.9352,1.0352,17.05,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a premium price (₹103.0L vs ₹88.0L). This is very similar to your 3BHK property in A-SG Highway. Would you like to renew your package to capture these leads?
1364,A-Gota,3.0,88.0,1782.0,2069,A-Gota,3.0,95.0,1510.0,249.0,0.9269,1.0269,7.95,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹95.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
1364,A-Gota,3.0,88.0,1782.0,1505,A-Gota,3.0,84.0,1890.0,126.0,0.9145,1.0145,4.55,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Gota at a very similar price point (₹84.0L). This is very similar to your 3BHK property in A-Gota. Would you like to renew your package to capture these leads?
1237,A-Chandkheda,2.0,55.0,1215.0,1414,A-Chandkheda,2.0,55.0,1278.0,84.0,0.8619,0.9779,0.0,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Chandkheda at a very similar price point (₹55.0L). This is very similar to your 2BHK property in A-Chandkheda. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1237,A-Chandkheda,2.0,55.0,1215.0,1274,A-Chandkheda,2.0,54.0,1125.0,178.0,0.8405,0.9405,1.82,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Chandkheda at a very similar price point (₹54.0L). This is very similar to your 2BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
1237,A-Chandkheda,2.0,55.0,1215.0,102,A-Chandkheda,3.0,53.0,1215.0,241.0,0.8306,0.9306,3.64,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Chandkheda at a very similar price point (₹53.0L). This is very similar to your 3BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
1237,A-Chandkheda,2.0,55.0,1215.0,1017,A-Chandkheda,2.0,58.0,1422.0,231.0,0.8196,0.9196,5.45,Low,Hi! We're receiving active inquiries for a 2BHK property in A-Chandkheda at a very similar price point (₹58.0L). This is very similar to your 2BHK property in A-Chandkheda. Would you like to renew your package to capture these leads?
1237,A-Chandkheda,2.0,55.0,1215.0,954,A-Usmanpura,2.0,43.0,1080.0,33.0,0.8268,0.8938,21.82,Medium,Hi! We're receiving active inquiries for a 2BHK property in A-Chandkheda at a slightly lower price (₹43.0L vs ₹55.0L). This is very similar to your 2BHK property in A-Usmanpura. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
1776,A-Ambali,3.0,195.0,2400.0,193,A-Ambali,3.0,169.0,1468.0,14.0,0.9188,1.1048,13.33,High,"Hi! We're receiving active inquiries for a 3BHK property in A-Ambali at a slightly lower price (₹169.0L vs ₹195.0L). This is very similar to your 3BHK property in A-Ambali. Your listing expired recently, so this is a perfect time to renew! Would you like to renew your package to capture these leads?"
1776,A-Ambali,3.0,195.0,2400.0,915,A-Thaltej,3.0,225.0,2635.0,253.0,0.9085,0.9085,15.38,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Ambali at a premium price (₹225.0L vs ₹195.0L). This is very similar to your 3BHK property in A-Thaltej. Would you like to renew your package to capture these leads?
1776,A-Ambali,3.0,195.0,2400.0,1092,A-Gota,4.0,150.0,2862.0,144.0,0.8581,0.8581,23.08,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Ambali at a slightly lower price (₹150.0L vs ₹195.0L). This is very similar to your 4BHK property in A-Gota. Would you like to renew your package to capture these leads?
41,A-Satellite,3.0,36.0,443.0,283,A-Satellite,3.0,38.0,515.0,57.0,0.9027,1.0457,5.56,Medium,Hi! We're receiving active inquiries for a 3BHK property in A-Satellite at a very similar price point (₹38.0L). This is very similar to your 3BHK property in A-Satellite. There's still strong market interest in properties like yours. Would you like to renew your package to capture these leads?
41,A-Satellite,3.0,36.0,443.0,303,A-Odhav,3.0,32.5,456.0,320.0,0.819,0.819,9.72,Low,Hi! We're receiving active inquiries for a 3BHK property in A-Satellite at a very similar price point (₹32.5L). This is very similar to your 3BHK property in A-Odhav. Would you like to renew your package to capture these leads?
